name,x,y,quantity
Miasto_178,12,13,16
Miasto_179,17,0,5
Miasto_180,24,4,8
Miasto_181,8,9,4
Miasto_182,23,5,9
Miasto_183,22,2,7
Miasto_184,3,23,2
Miasto_185,21,16,15
Miasto_186,11,10,5
Miasto_187,0,12,10
Miasto_188,9,15,10
Miasto_189,1,5,10
Miasto_190,4,11,18
Miasto_191,12,2,8
Miasto_192,22,6,4
Miasto_193,22,10,1
Miasto_194,11,2,15
Miasto_195,4,15,12
Miasto_196,5,18,3
Miasto_197,20,13,9
Miasto_198,10,22,5
Miasto_199,15,13,10
Miasto_200,15,14,6
Miasto_201,10,21,8
Miasto_202,10,3,2
Miasto_203,20,17,14
Miasto_204,5,12,10
Miasto_205,1,18,18
Miasto_206,9,2,14
Miasto_207,2,6,3
Miasto_208,0,4,1
Miasto_209,12,5,13
Miasto_210,17,13,11
Miasto_211,10,10,6
Miasto_212,20,10,8
Miasto_213,12,19,8
Miasto_214,24,6,2
Miasto_215,2,12,12
Miasto_216,15,23,7
Miasto_217,4,13,15
Miasto_218,2,22,4
Miasto_219,23,4,8
Miasto_220,19,15,8
Miasto_221,3,2,14
Miasto_222,5,15,15
Miasto_223,10,9,2
Miasto_224,6,13,2
Miasto_225,21,24,9
Miasto_226,20,24,4
Miasto_227,18,10,3
Miasto_228,0,16,10
Miasto_229,0,9,5
Miasto_230,5,1,3
Miasto_231,12,7,7
Miasto_232,14,21,18
Miasto_233,10,18,5
Miasto_234,18,1,8
Miasto_235,9,9,17
Miasto_236,3,1,16
Miasto_237,21,8,6
Miasto_238,19,23,11
Miasto_239,13,14,7
Miasto_240,7,2,14
Miasto_241,1,21,8
Miasto_242,6,8,14
Miasto_243,1,17,15
Miasto_244,3,18,3
Miasto_245,14,1,11
Miasto_246,1,8,16
Miasto_247,14,4,17
Miasto_248,11,16,15
Miasto_249,7,7,12
Miasto_250,24,1,12
Miasto_251,21,3,6
Miasto_252,10,19,6
Miasto_253,5,4,1
Miasto_254,2,10,9
Miasto_255,21,1,9
Miasto_256,3,22,12
Miasto_257,13,1,4
Miasto_258,1,0,12
Miasto_259,4,10,1
Miasto_260,22,17,8
Miasto_261,11,5,18
Miasto_262,16,23,9
Miasto_263,11,18,9
Miasto_264,7,16,18
Miasto_265,8,15,6
Miasto_266,7,18,3
Miasto_267,2,20,11
Miasto_268,15,4,16
Miasto_269,19,21,13
Miasto_270,17,18,1
Miasto_271,17,2,18
Miasto_272,2,2,3
Miasto_273,9,8,1
Miasto_274,11,9,2
Miasto_275,14,6,14
Miasto_276,9,17,5
Miasto_277,19,12,8
Miasto_278,15,17,6
Miasto_279,12,21,2
Miasto_280,6,7,15
Miasto_281,2,11,2
Miasto_282,22,24,18
Miasto_283,22,22,6
Miasto_284,11,14,5
Miasto_285,10,13,2
Miasto_286,19,3,4
Miasto_287,16,9,18
Miasto_288,21,4,15
Miasto_289,14,12,15
Miasto_290,7,10,7
Miasto_291,5,6,15
Miasto_292,24,13,5
Miasto_293,13,12,1
Miasto_294,4,4,15
Miasto_295,12,8,7
Miasto_296,0,5,9
Miasto_297,4,23,1
Miasto_298,3,9,1
Miasto_299,7,20,5
Miasto_300,19,20,1
Miasto_301,23,22,9
Miasto_302,4,5,15
Miasto_303,22,15,3
Miasto_304,11,22,12
Miasto_305,3,0,17
Miasto_306,7,11,16
Miasto_307,2,8,4
Miasto_308,14,22,5
Miasto_309,14,8,11
Miasto_310,20,11,7
Miasto_311,18,2,4
Miasto_312,4,9,16
Miasto_313,9,6,13
Miasto_314,19,4,15
Miasto_315,7,15,4
Miasto_316,18,9,7
Miasto_317,6,23,4
Miasto_318,7,12,10
Miasto_319,16,24,6
Miasto_320,5,3,14
Miasto_321,20,22,15
Miasto_322,9,7,12
Miasto_323,16,19,8
Miasto_324,11,23,2
Miasto_325,15,0,1
Miasto_326,21,12,15
Miasto_327,16,4,17
Miasto_328,13,15,10
Miasto_329,4,2,8
Miasto_330,15,9,13
Miasto_331,6,5,4
Miasto_332,18,24,18
Miasto_333,11,4,14
Miasto_334,1,19,4
Miasto_335,5,19,10
Miasto_336,2,14,4
Miasto_337,2,24,13
Miasto_338,14,2,12
Miasto_339,17,1,12
Miasto_340,16,5,4
Miasto_341,17,15,7
Miasto_342,5,21,2
Miasto_343,4,19,17
Miasto_344,18,20,8
Miasto_345,6,18,6
Miasto_346,10,17,9
Miasto_347,14,13,1
Miasto_348,21,18,9
Miasto_349,15,10,3
Miasto_350,3,14,4
Miasto_351,4,1,12
Miasto_352,24,15,16
Miasto_353,17,5,7
Miasto_354,14,3,1
Miasto_355,23,3,4
Miasto_356,18,23,17
Miasto_357,16,12,4
Miasto_358,11,12,15
Miasto_359,4,24,7
Miasto_360,17,9,5
Miasto_361,1,7,10
Miasto_362,10,24,17
Miasto_363,16,11,18
Miasto_364,20,12,13
Miasto_365,7,8,14
Miasto_366,20,8,5
Miasto_367,22,8,1
Miasto_368,4,3,11
Miasto_369,8,5,2
Miasto_370,8,6,5
Miasto_371,1,10,11
Miasto_372,0,18,2
Miasto_373,4,12,6
Miasto_374,23,17,9
Miasto_375,13,22,2
Miasto_376,12,15,10
Miasto_377,0,22,1
Miasto_378,2,4,15
Miasto_379,9,13,6
Miasto_380,21,19,7
Miasto_381,2,3,1
Miasto_382,13,9,3
Miasto_383,24,14,6
Miasto_384,21,15,1
Miasto_385,3,6,4
Miasto_386,23,13,18
Miasto_387,8,18,13
Miasto_388,9,19,17
Miasto_389,12,12,13
Miasto_390,11,17,3
Miasto_391,21,5,14
Miasto_392,15,21,2
Miasto_393,3,4,7
Miasto_394,7,24,9
Miasto_395,15,3,9
Miasto_396,6,19,6
Miasto_397,19,6,12
Miasto_398,20,1,3
Miasto_399,7,23,12
Miasto_400,20,14,5
Miasto_401,4,0,6
Miasto_402,12,20,14
Miasto_403,8,1,1
Miasto_404,2,1,6
Miasto_405,21,23,14
Miasto_406,23,9,14
Miasto_407,18,19,15
Miasto_408,23,14,2
Miasto_409,18,6,17
Miasto_410,8,13,18
Miasto_411,23,2,15
Miasto_412,21,10,1
Miasto_413,10,15,1
Miasto_414,1,20,9
Miasto_415,17,10,4
Miasto_416,8,22,6
Miasto_417,15,20,12
Miasto_418,18,15,5
Miasto_419,5,5,4
Miasto_420,22,16,9
Miasto_421,12,11,10
Miasto_422,12,1,17
Miasto_423,3,20,11
Miasto_424,17,12,4
Miasto_425,6,4,8
Miasto_426,19,2,12
Miasto_427,22,4,18
Miasto_428,17,16,5
Miasto_429,19,1,1
Miasto_430,3,12,18
Miasto_431,24,24,15
Miasto_432,11,1,5
Miasto_433,11,13,1
Miasto_434,24,20,14
Miasto_435,22,5,16
Miasto_436,13,6,6
Miasto_437,6,17,4
Miasto_438,5,10,9
Miasto_439,16,13,9
Miasto_440,11,3,17
Miasto_441,22,9,2
Miasto_442,0,1,2
Miasto_443,0,14,15
Miasto_444,22,14,3
Miasto_445,6,3,18
Miasto_446,6,10,10
Miasto_447,8,21,15
Miasto_448,6,16,6
Miasto_449,7,22,9
Miasto_450,23,1,2
Miasto_451,13,23,4
Miasto_452,17,4,4
Miasto_453,3,11,7
Miasto_454,2,5,17
Miasto_455,18,18,18
Miasto_456,0,15,10
Miasto_457,18,8,11
Miasto_458,0,19,9
Miasto_459,9,24,1
Miasto_460,22,21,5
Miasto_461,23,10,12
Miasto_462,20,6,5
Miasto_463,15,2,18
Miasto_464,12,9,11
Miasto_465,7,9,3
Miasto_466,9,21,4
Miasto_467,7,5,8
Miasto_468,18,4,12
Miasto_469,16,20,3
Miasto_470,8,24,3
Miasto_471,19,22,2
Miasto_472,10,23,9
Miasto_473,8,3,18
Miasto_474,15,24,9
Miasto_475,21,17,1
Miasto_476,20,3,15
Miasto_477,17,24,17
Miasto_478,16,0,4
Miasto_479,1,14,6
Miasto_480,7,13,7
Miasto_481,4,17,13
Miasto_482,0,8,6
Miasto_483,13,0,1
Miasto_484,3,17,12
Miasto_485,9,0,5
Miasto_486,20,15,8
Miasto_487,0,11,12
Miasto_488,17,3,11
Miasto_489,4,21,8
Miasto_490,19,24,6
Miasto_491,5,8,16
Miasto_492,8,7,15
Miasto_493,0,23,10
Miasto_494,11,7,12
Miasto_495,8,4,9
Miasto_496,1,15,2
Miasto_497,4,16,5
Miasto_498,8,17,9
Miasto_499,12,10,3
Miasto_500,15,7,13
Miasto_501,2,17,11
Miasto_502,1,11,15
Miasto_503,19,17,7
Miasto_504,15,11,16
Miasto_505,23,0,8
Miasto_506,10,1,10
Miasto_507,7,0,11
Miasto_508,12,4,5
Miasto_509,11,24,1
Miasto_510,15,18,7
Miasto_511,16,22,4
Miasto_512,19,13,1
Miasto_513,24,19,7
Miasto_514,21,11,2
Miasto_515,8,23,16
Miasto_516,6,22,1
Miasto_517,12,3,11
Miasto_518,9,16,3
Miasto_519,18,21,12
Miasto_520,4,18,5
Miasto_521,24,7,15
Miasto_522,19,0,10
Miasto_523,14,17,14
Miasto_524,10,12,13
Miasto_525,6,2,11
Miasto_526,10,16,13
Miasto_527,23,6,12
Miasto_528,7,6,6
Miasto_529,0,17,1
Miasto_530,4,7,1
Miasto_531,20,16,15
Miasto_532,10,11,6
Miasto_533,23,8,3
Miasto_534,1,16,6
Miasto_535,20,23,10
Miasto_536,9,4,2
Miasto_537,6,24,8
Miasto_538,14,23,1
Miasto_539,17,23,8
Miasto_540,17,8,14
Miasto_541,8,20,9
Miasto_542,21,14,11
Miasto_543,3,15,6
Miasto_544,14,0,14
Miasto_545,20,2,7
Miasto_546,7,4,8
Miasto_547,7,1,5
Miasto_548,7,3,15
Miasto_549,13,2,9
Miasto_550,2,21,1
Miasto_551,18,7,1
Miasto_552,21,22,17
Miasto_553,24,5,5
Miasto_554,21,21,12
Miasto_555,11,6,13
Miasto_556,12,17,6
Miasto_557,24,23,13
Miasto_558,23,11,2
Miasto_559,8,19,9
Miasto_560,20,5,1
Miasto_561,9,10,14
Miasto_562,5,17,2
Miasto_563,4,6,14
Miasto_564,12,14,16
Miasto_565,3,8,1
Miasto_566,6,0,17
Miasto_567,19,19,5
Miasto_568,24,12,6
Miasto_569,5,7,17
Miasto_570,9,14,17
Miasto_571,4,20,14
Miasto_572,10,0,17
Miasto_573,22,11,12
Miasto_574,22,3,8
Miasto_575,20,20,7
Miasto_576,1,4,10
Miasto_577,17,19,17
Miasto_578,10,7,17
Miasto_579,24,2,5
Miasto_580,13,3,12
Miasto_581,23,24,9
Miasto_582,14,19,12
Miasto_583,17,7,1
Miasto_584,3,21,16
Miasto_585,15,1,13
Miasto_586,19,11,9
Miasto_587,16,16,12
Miasto_588,7,17,4
Miasto_589,12,18,11
Miasto_590,13,10,10
Miasto_591,6,9,8
Miasto_592,5,23,10
Miasto_593,23,7,15
Miasto_594,10,6,13
Miasto_595,13,24,12
Miasto_596,24,8,18
Miasto_597,24,11,6
Miasto_598,13,20,10
Miasto_599,22,1,10
