city_from,city_to,time
Miasto_66,Miasto_455,16
Miasto_66,Miasto_503,10
Miasto_66,Miasto_567,17
Miasto_67,Miasto_142,10
Miasto_67,Miasto_151,5
Miasto_67,Miasto_278,6
Miasto_67,Miasto_587,18
Miasto_68,Miasto_386,6
Miasto_68,Miasto_558,14
Miasto_68,Miasto_568,14
Miasto_69,Miasto_166,13
Miasto_69,Miasto_327,6
Miasto_69,Miasto_395,14
Miasto_69,Miasto_488,6
Miasto_70,Miasto_202,1
Miasto_70,Miasto_206,1
Miasto_70,Miasto_473,8
Miasto_70,Miasto_536,4
Miasto_71,Miasto_88,13
Miasto_71,Miasto_341,5
Miasto_71,Miasto_587,5
Miasto_72,Miasto_184,4
Miasto_72,Miasto_337,15
Miasto_72,Miasto_359,14
Miasto_73,Miasto_107,11
Miasto_73,Miasto_398,15
Miasto_73,Miasto_522,4
Miasto_74,Miasto_163,15
Miasto_74,Miasto_261,13
Miasto_74,Miasto_594,14
Miasto_75,Miasto_114,13
Miasto_75,Miasto_432,16
Miasto_75,Miasto_572,4
Miasto_76,Miasto_165,13
Miasto_76,Miasto_336,18
Miasto_76,Miasto_496,3
Miasto_76,Miasto_543,14
Miasto_77,Miasto_149,14
Miasto_77,Miasto_513,15
Miasto_78,Miasto_220,10
Miasto_78,Miasto_400,3
Miasto_78,Miasto_512,9
Miasto_79,Miasto_93,17
Miasto_79,Miasto_386,9
Miasto_79,Miasto_444,8
Miasto_80,Miasto_110,2
Miasto_80,Miasto_189,1
Miasto_80,Miasto_207,14
Miasto_80,Miasto_361,16
Miasto_81,Miasto_230,6
Miasto_81,Miasto_401,13
Miasto_81,Miasto_566,18
Miasto_82,Miasto_301,7
Miasto_82,Miasto_460,12
Miasto_83,Miasto_105,18
Miasto_83,Miasto_167,7
Miasto_83,Miasto_397,11
Miasto_83,Miasto_551,14
Miasto_84,Miasto_167,2
Miasto_84,Miasto_237,9
Miasto_85,Miasto_230,13
Miasto_85,Miasto_320,14
Miasto_85,Miasto_329,4
Miasto_85,Miasto_525,2
Miasto_86,Miasto_171,8
Miasto_86,Miasto_229,18
Miasto_86,Miasto_246,14
Miasto_86,Miasto_371,18
Miasto_87,Miasto_146,15
Miasto_87,Miasto_414,2
Miasto_87,Miasto_458,3
Miasto_88,Miasto_200,7
Miasto_88,Miasto_439,10
Miasto_89,Miasto_301,12
Miasto_89,Miasto_557,4
Miasto_89,Miasto_581,11
Miasto_90,Miasto_493,16
Miasto_91,Miasto_115,14
Miasto_91,Miasto_144,15
Miasto_91,Miasto_162,5
Miasto_91,Miasto_340,15
Miasto_92,Miasto_264,10
Miasto_92,Miasto_265,5
Miasto_92,Miasto_498,9
Miasto_92,Miasto_518,2
Miasto_93,Miasto_197,1
Miasto_93,Miasto_326,6
Miasto_93,Miasto_542,9
Miasto_94,Miasto_96,2
Miasto_94,Miasto_278,6
Miasto_94,Miasto_587,17
Miasto_95,Miasto_269,8
Miasto_95,Miasto_321,11
Miasto_95,Miasto_554,15
Miasto_95,Miasto_575,8
Miasto_96,Miasto_523,18
Miasto_97,Miasto_221,1
Miasto_97,Miasto_368,6
Miasto_97,Miasto_381,12
Miasto_97,Miasto_393,12
Miasto_98,Miasto_155,3
Miasto_98,Miasto_315,13
Miasto_98,Miasto_480,4
Miasto_99,Miasto_107,13
Miasto_99,Miasto_505,2
Miasto_99,Miasto_599,6
Miasto_100,Miasto_230,3
Miasto_100,Miasto_525,6
Miasto_100,Miasto_547,8
Miasto_100,Miasto_566,7
Miasto_101,Miasto_406,13
Miasto_101,Miasto_596,18
Miasto_102,Miasto_353,15
Miasto_102,Miasto_409,4
Miasto_102,Miasto_468,10
Miasto_103,Miasto_223,4
Miasto_103,Miasto_273,5
Miasto_103,Miasto_578,1
Miasto_104,Miasto_229,8
Miasto_104,Miasto_371,8
Miasto_104,Miasto_487,8
Miasto_105,Miasto_366,17
Miasto_105,Miasto_457,8
Miasto_106,Miasto_286,5
Miasto_106,Miasto_311,10
Miasto_106,Miasto_468,11
Miasto_106,Miasto_488,17
Miasto_107,Miasto_255,16
Miasto_108,Miasto_150,3
Miasto_108,Miasto_402,6
Miasto_109,Miasto_141,9
Miasto_109,Miasto_158,17
Miasto_109,Miasto_342,3
Miasto_109,Miasto_516,12
Miasto_110,Miasto_148,16
Miasto_110,Miasto_296,11
Miasto_111,Miasto_312,4
Miasto_111,Miasto_438,5
Miasto_111,Miasto_491,18
Miasto_111,Miasto_591,2
Miasto_112,Miasto_385,9
Miasto_112,Miasto_530,11
Miasto_112,Miasto_565,3
Miasto_113,Miasto_248,2
Miasto_113,Miasto_284,8
Miasto_113,Miasto_376,4
Miasto_113,Miasto_413,7
Miasto_114,Miasto_422,9
Miasto_114,Miasto_483,18
Miasto_115,Miasto_275,14
Miasto_115,Miasto_500,14
Miasto_116,Miasto_169,7
Miasto_116,Miasto_279,4
Miasto_116,Miasto_304,10
Miasto_116,Miasto_375,10
Miasto_117,Miasto_145,16
Miasto_117,Miasto_295,10
Miasto_117,Miasto_309,17
Miasto_117,Miasto_382,8
Miasto_118,Miasto_212,6
Miasto_118,Miasto_227,2
Miasto_118,Miasto_586,8
Miasto_119,Miasto_352,9
Miasto_120,Miasto_218,15
Miasto_120,Miasto_241,4
Miasto_120,Miasto_377,16
Miasto_121,Miasto_247,18
Miasto_121,Miasto_275,5
Miasto_122,Miasto_379,2
Miasto_122,Miasto_524,14
Miasto_123,Miasto_178,8
Miasto_123,Miasto_239,11
Miasto_123,Miasto_293,18
Miasto_123,Miasto_347,2
Miasto_124,Miasto_222,15
Miasto_125,Miasto_183,13
Miasto_125,Miasto_251,8
Miasto_125,Miasto_255,15
Miasto_125,Miasto_545,14
Miasto_126,Miasto_359,13
Miasto_126,Miasto_537,12
Miasto_126,Miasto_592,18
Miasto_127,Miasto_134,13
Miasto_127,Miasto_190,6
Miasto_127,Miasto_204,5
Miasto_127,Miasto_438,14
Miasto_128,Miasto_136,12
Miasto_128,Miasto_349,9
Miasto_128,Miasto_590,3
Miasto_129,Miasto_248,16
Miasto_129,Miasto_376,2
Miasto_129,Miasto_556,18
Miasto_130,Miasto_403,15
Miasto_130,Miasto_485,17
Miasto_130,Miasto_507,15
Miasto_131,Miasto_344,10
Miasto_131,Miasto_469,13
Miasto_131,Miasto_577,7
Miasto_132,Miasto_180,9
Miasto_132,Miasto_355,12
Miasto_132,Miasto_579,16
Miasto_133,Miasto_161,5
Miasto_133,Miasto_380,4
Miasto_133,Miasto_567,17
Miasto_133,Miasto_575,8
Miasto_134,Miasto_306,5
Miasto_134,Miasto_446,1
Miasto_135,Miasto_165,8
Miasto_135,Miasto_484,15
Miasto_135,Miasto_497,8
Miasto_135,Miasto_543,10
Miasto_136,Miasto_309,6
Miasto_136,Miasto_330,1
Miasto_136,Miasto_382,6
Miasto_137,Miasto_144,3
Miasto_137,Miasto_287,18
Miasto_137,Miasto_540,9
Miasto_138,Miasto_153,7
Miasto_138,Miasto_418,6
Miasto_138,Miasto_428,11
Miasto_139,Miasto_254,4
Miasto_139,Miasto_259,17
Miasto_139,Miasto_298,13
Miasto_139,Miasto_453,18
Miasto_140,Miasto_145,14
Miasto_140,Miasto_275,5
Miasto_140,Miasto_309,2
Miasto_140,Miasto_500,11
Miasto_141,Miasto_299,5
Miasto_141,Miasto_447,3
Miasto_141,Miasto_449,7
Miasto_142,Miasto_153,14
Miasto_142,Miasto_270,2
Miasto_142,Miasto_428,11
Miasto_143,Miasto_198,5
Miasto_143,Miasto_416,9
Miasto_143,Miasto_466,10
Miasto_144,Miasto_500,15
Miasto_144,Miasto_583,14
Miasto_145,Miasto_231,14
Miasto_145,Miasto_436,18
Miasto_146,Miasto_241,4
Miasto_146,Miasto_377,7
Miasto_147,Miasto_302,6
Miasto_147,Miasto_385,1
Miasto_147,Miasto_393,7
Miasto_147,Miasto_454,5
Miasto_148,Miasto_361,11
Miasto_148,Miasto_482,5
Miasto_149,Miasto_170,10
Miasto_149,Miasto_374,8
Miasto_150,Miasto_213,6
Miasto_150,Miasto_252,16
Miasto_150,Miasto_263,15
Miasto_151,Miasto_270,16
Miasto_151,Miasto_323,6
Miasto_151,Miasto_510,18
Miasto_152,Miasto_158,16
Miasto_152,Miasto_335,8
Miasto_152,Miasto_342,6
Miasto_152,Miasto_571,2
Miasto_153,Miasto_455,9
Miasto_153,Miasto_503,15
Miasto_154,Miasto_209,17
Miasto_154,Miasto_231,18
Miasto_154,Miasto_436,11
Miasto_154,Miasto_555,9
Miasto_155,Miasto_265,12
Miasto_155,Miasto_410,18
Miasto_155,Miasto_570,3
Miasto_156,Miasto_172,16
Miasto_156,Miasto_215,13
Miasto_156,Miasto_336,13
Miasto_157,Miasto_187,1
Miasto_157,Miasto_215,17
Miasto_157,Miasto_502,16
Miasto_158,Miasto_299,13
Miasto_158,Miasto_396,10
Miasto_159,Miasto_256,14
Miasto_159,Miasto_297,7
Miasto_159,Miasto_489,7
Miasto_160,Miasto_287,16
Miasto_160,Miasto_349,10
Miasto_160,Miasto_363,17
Miasto_160,Miasto_415,14
Miasto_161,Miasto_203,10
Miasto_161,Miasto_348,2
Miasto_162,Miasto_353,14
Miasto_162,Miasto_409,8
Miasto_162,Miasto_583,14
Miasto_163,Miasto_313,17
Miasto_163,Miasto_369,18
Miasto_163,Miasto_536,17
Miasto_164,Miasto_258,3
Miasto_164,Miasto_404,18
Miasto_164,Miasto_442,6
Miasto_165,Miasto_501,18
Miasto_165,Miasto_534,9
Miasto_166,Miasto_271,7
Miasto_166,Miasto_463,9
Miasto_167,Miasto_366,10
Miasto_167,Miasto_462,11
Miasto_168,Miasto_206,4
Miasto_168,Miasto_403,5
Miasto_168,Miasto_485,14
Miasto_168,Miasto_506,12
Miasto_169,Miasto_324,18
Miasto_169,Miasto_451,5
Miasto_170,Miasto_260,16
Miasto_170,Miasto_348,16
Miasto_171,Miasto_254,14
Miasto_171,Miasto_298,3
Miasto_171,Miasto_307,18
Miasto_172,Miasto_217,15
Miasto_172,Miasto_350,12
Miasto_172,Miasto_430,7
Miasto_173,Miasto_510,15
Miasto_173,Miasto_523,14
Miasto_173,Miasto_582,6
Miasto_174,Miasto_356,10
Miasto_174,Miasto_471,12
Miasto_174,Miasto_519,18
Miasto_175,Miasto_205,7
Miasto_175,Miasto_244,9
Miasto_175,Miasto_501,10
Miasto_176,Miasto_388,4
Miasto_176,Miasto_466,9
Miasto_176,Miasto_541,8
Miasto_177,Miasto_381,14
Miasto_177,Miasto_576,3
Miasto_178,Miasto_389,14
Miasto_178,Miasto_433,1
Miasto_178,Miasto_564,11
Miasto_179,Miasto_339,8
Miasto_179,Miasto_478,13
Miasto_180,Miasto_219,10
Miasto_180,Miasto_553,1
Miasto_181,Miasto_235,15
Miasto_181,Miasto_465,2
Miasto_182,Miasto_219,12
Miasto_182,Miasto_435,12
Miasto_182,Miasto_527,7
Miasto_182,Miasto_553,13
Miasto_183,Miasto_411,6
Miasto_183,Miasto_574,4
Miasto_183,Miasto_599,17
Miasto_184,Miasto_256,18
Miasto_184,Miasto_297,16
Miasto_185,Miasto_384,17
Miasto_185,Miasto_420,5
Miasto_185,Miasto_475,2
Miasto_185,Miasto_531,9
Miasto_186,Miasto_211,3
Miasto_186,Miasto_274,10
Miasto_186,Miasto_499,6
Miasto_187,Miasto_487,16
Miasto_188,Miasto_265,1
Miasto_188,Miasto_413,11
Miasto_188,Miasto_518,14
Miasto_188,Miasto_570,3
Miasto_189,Miasto_296,14
Miasto_189,Miasto_454,14
Miasto_189,Miasto_576,5
Miasto_190,Miasto_259,2
Miasto_190,Miasto_373,3
Miasto_190,Miasto_453,13
Miasto_191,Miasto_194,10
Miasto_191,Miasto_422,17
Miasto_191,Miasto_517,6
Miasto_191,Miasto_549,16
Miasto_192,Miasto_435,3
Miasto_192,Miasto_527,18
Miasto_193,Miasto_412,2
Miasto_193,Miasto_441,17
Miasto_193,Miasto_461,3
Miasto_193,Miasto_573,1
Miasto_194,Miasto_432,15
Miasto_194,Miasto_440,1
Miasto_195,Miasto_222,6
Miasto_195,Miasto_497,7
Miasto_195,Miasto_543,9
Miasto_196,Miasto_335,5
Miasto_196,Miasto_345,6
Miasto_196,Miasto_520,6
Miasto_196,Miasto_562,1
Miasto_197,Miasto_364,7
Miasto_197,Miasto_400,4
Miasto_197,Miasto_512,18
Miasto_198,Miasto_201,10
Miasto_198,Miasto_304,1
Miasto_198,Miasto_472,3
Miasto_199,Miasto_200,18
Miasto_199,Miasto_347,12
Miasto_199,Miasto_439,18
Miasto_201,Miasto_466,1
Miasto_202,Miasto_440,9
Miasto_203,Miasto_475,14
Miasto_203,Miasto_503,5
Miasto_203,Miasto_531,14
Miasto_204,Miasto_373,3
Miasto_205,Miasto_243,17
Miasto_205,Miasto_334,5
Miasto_205,Miasto_372,11
Miasto_207,Miasto_385,17
Miasto_207,Miasto_454,12
Miasto_208,Miasto_296,8
Miasto_208,Miasto_576,16
Miasto_209,Miasto_261,3
Miasto_209,Miasto_508,18
Miasto_210,Miasto_424,13
Miasto_210,Miasto_439,5
Miasto_211,Miasto_223,5
Miasto_211,Miasto_532,16
Miasto_211,Miasto_561,4
Miasto_212,Miasto_310,13
Miasto_212,Miasto_412,15
Miasto_213,Miasto_402,10
Miasto_213,Miasto_589,3
Miasto_214,Miasto_521,10
Miasto_214,Miasto_527,2
Miasto_214,Miasto_553,16
Miasto_215,Miasto_281,18
Miasto_215,Miasto_430,12
Miasto_216,Miasto_262,4
Miasto_216,Miasto_474,18
Miasto_216,Miasto_538,10
Miasto_217,Miasto_373,18
Miasto_218,Miasto_256,6
Miasto_218,Miasto_550,10
Miasto_219,Miasto_355,7
Miasto_219,Miasto_427,2
Miasto_220,Miasto_418,6
Miasto_220,Miasto_486,6
Miasto_221,Miasto_236,1
Miasto_221,Miasto_272,6
Miasto_221,Miasto_329,4
Miasto_223,Miasto_235,4
Miasto_223,Miasto_274,14
Miasto_224,Miasto_480,18
Miasto_225,Miasto_226,7
Miasto_225,Miasto_282,5
Miasto_225,Miasto_405,14
Miasto_226,Miasto_490,10
Miasto_226,Miasto_535,14
Miasto_227,Miasto_316,7
Miasto_227,Miasto_415,18
Miasto_228,Miasto_456,7
Miasto_228,Miasto_529,4
Miasto_228,Miasto_534,10
Miasto_229,Miasto_482,9
Miasto_230,Miasto_351,10
Miasto_231,Miasto_295,16
Miasto_231,Miasto_494,17
Miasto_232,Miasto_308,10
Miasto_232,Miasto_392,8
Miasto_233,Miasto_252,4
Miasto_233,Miasto_263,1
Miasto_233,Miasto_346,15
Miasto_234,Miasto_311,18
Miasto_234,Miasto_339,13
Miasto_234,Miasto_429,4
Miasto_235,Miasto_273,1
Miasto_235,Miasto_561,5
Miasto_236,Miasto_305,14
Miasto_236,Miasto_351,16
Miasto_236,Miasto_404,9
Miasto_237,Miasto_366,8
Miasto_237,Miasto_367,11
Miasto_238,Miasto_356,3
Miasto_238,Miasto_471,4
Miasto_238,Miasto_490,14
Miasto_238,Miasto_535,8
Miasto_239,Miasto_328,13
Miasto_239,Miasto_564,11
Miasto_240,Miasto_525,11
Miasto_240,Miasto_547,12
Miasto_240,Miasto_548,6
Miasto_241,Miasto_414,5
Miasto_241,Miasto_550,3
Miasto_242,Miasto_280,11
Miasto_242,Miasto_365,11
Miasto_242,Miasto_491,10
Miasto_242,Miasto_591,18
Miasto_243,Miasto_501,16
Miasto_243,Miasto_529,1
Miasto_243,Miasto_534,1
Miasto_244,Miasto_484,18
Miasto_244,Miasto_520,1
Miasto_245,Miasto_257,13
Miasto_245,Miasto_338,16
Miasto_245,Miasto_544,7
Miasto_245,Miasto_585,9
Miasto_246,Miasto_307,4
Miasto_246,Miasto_361,3
Miasto_246,Miasto_482,6
Miasto_247,Miasto_268,16
Miasto_247,Miasto_354,6
Miasto_248,Miasto_390,7
Miasto_248,Miasto_526,16
Miasto_249,Miasto_280,13
Miasto_249,Miasto_365,8
Miasto_249,Miasto_492,6
Miasto_249,Miasto_528,14
Miasto_250,Miasto_450,6
Miasto_250,Miasto_579,8
Miasto_251,Miasto_288,6
Miasto_251,Miasto_476,18
Miasto_251,Miasto_574,14
Miasto_252,Miasto_388,12
Miasto_253,Miasto_294,11
Miasto_253,Miasto_320,9
Miasto_253,Miasto_419,15
Miasto_253,Miasto_425,2
Miasto_254,Miasto_281,1
Miasto_254,Miasto_371,18
Miasto_255,Miasto_398,11
Miasto_255,Miasto_599,2
Miasto_256,Miasto_584,2
Miasto_257,Miasto_422,12
Miasto_257,Miasto_483,13
Miasto_257,Miasto_549,8
Miasto_259,Miasto_312,10
Miasto_259,Miasto_438,3
Miasto_260,Miasto_374,10
Miasto_260,Miasto_420,5
Miasto_260,Miasto_475,13
Miasto_261,Miasto_333,18
Miasto_261,Miasto_555,14
Miasto_262,Miasto_319,2
Miasto_262,Miasto_511,14
Miasto_262,Miasto_539,7
Miasto_263,Miasto_390,11
Miasto_263,Miasto_589,4
Miasto_264,Miasto_315,4
Miasto_264,Miasto_448,7
Miasto_264,Miasto_588,6
Miasto_265,Miasto_315,15
Miasto_266,Miasto_345,15
Miasto_266,Miasto_387,16
Miasto_266,Miasto_588,2
Miasto_267,Miasto_414,15
Miasto_267,Miasto_423,11
Miasto_267,Miasto_550,11
Miasto_268,Miasto_327,9
Miasto_268,Miasto_395,17
Miasto_269,Miasto_300,12
Miasto_269,Miasto_471,4
Miasto_269,Miasto_519,3
Miasto_270,Miasto_455,16
Miasto_270,Miasto_577,2
Miasto_271,Miasto_311,6
Miasto_271,Miasto_339,16
Miasto_271,Miasto_488,10
Miasto_272,Miasto_381,8
Miasto_272,Miasto_404,4
Miasto_273,Miasto_322,13
Miasto_274,Miasto_464,5
Miasto_275,Miasto_436,18
Miasto_276,Miasto_346,14
Miasto_276,Miasto_498,2
Miasto_276,Miasto_518,11
Miasto_277,Miasto_364,10
Miasto_277,Miasto_512,4
Miasto_277,Miasto_586,2
Miasto_278,Miasto_510,17
Miasto_278,Miasto_523,2
Miasto_279,Miasto_402,18
Miasto_280,Miasto_569,13
Miasto_281,Miasto_453,14
Miasto_281,Miasto_502,11
Miasto_282,Miasto_581,5
Miasto_283,Miasto_301,16
Miasto_283,Miasto_460,18
Miasto_283,Miasto_552,2
Miasto_284,Miasto_433,15
Miasto_284,Miasto_564,6
Miasto_285,Miasto_379,4
Miasto_285,Miasto_433,6
Miasto_285,Miasto_524,16
Miasto_286,Miasto_314,7
Miasto_286,Miasto_426,14
Miasto_286,Miasto_476,9
Miasto_287,Miasto_330,7
Miasto_287,Miasto_360,9
Miasto_288,Miasto_391,4
Miasto_288,Miasto_427,7
Miasto_289,Miasto_293,1
Miasto_289,Miasto_347,6
Miasto_290,Miasto_306,15
Miasto_290,Miasto_446,3
Miasto_290,Miasto_465,14
Miasto_291,Miasto_419,13
Miasto_291,Miasto_563,15
Miasto_291,Miasto_569,10
Miasto_292,Miasto_383,2
Miasto_292,Miasto_386,12
Miasto_292,Miasto_568,4
Miasto_293,Miasto_389,8
Miasto_294,Miasto_302,5
Miasto_294,Miasto_368,4
Miasto_294,Miasto_393,1
Miasto_295,Miasto_464,1
Miasto_297,Miasto_359,7
Miasto_297,Miasto_592,3
Miasto_298,Miasto_312,12
Miasto_298,Miasto_565,4
Miasto_299,Miasto_541,4
Miasto_300,Miasto_344,11
Miasto_300,Miasto_567,10
Miasto_300,Miasto_575,15
Miasto_302,Miasto_419,2
Miasto_302,Miasto_563,17
Miasto_303,Miasto_384,6
Miasto_303,Miasto_420,5
Miasto_303,Miasto_444,6
Miasto_304,Miasto_324,7
Miasto_305,Miasto_401,5
Miasto_306,Miasto_318,1
Miasto_307,Miasto_565,14
Miasto_308,Miasto_375,16
Miasto_308,Miasto_538,10
Miasto_310,Miasto_364,10
Miasto_310,Miasto_514,13
Miasto_310,Miasto_586,18
Miasto_311,Miasto_426,8
Miasto_313,Miasto_322,2
Miasto_313,Miasto_370,16
Miasto_313,Miasto_594,8
Miasto_314,Miasto_468,13
Miasto_316,Miasto_360,9
Miasto_316,Miasto_457,7
Miasto_317,Miasto_399,12
Miasto_317,Miasto_516,14
Miasto_317,Miasto_537,11
Miasto_317,Miasto_592,10
Miasto_318,Miasto_480,14
Miasto_319,Miasto_474,1
Miasto_319,Miasto_477,15
Miasto_320,Miasto_368,17
Miasto_320,Miasto_445,7
Miasto_321,Miasto_471,7
Miasto_321,Miasto_535,18
Miasto_321,Miasto_552,18
Miasto_322,Miasto_492,7
Miasto_322,Miasto_578,10
Miasto_323,Miasto_469,1
