name,x,y,quantity
Miasto_141,3,5,4
Miasto_142,20,1,8
Miasto_143,27,14,11
Miasto_144,35,14,1
Miasto_145,16,9,9
Miasto_146,9,26,16
Miasto_147,0,35,17
Miasto_148,0,10,1
Miasto_149,10,31,7
Miasto_150,24,22,5
Miasto_151,10,11,8
Miasto_152,9,32,18
Miasto_153,25,26,4
Miasto_154,17,32,3
Miasto_155,20,24,10
Miasto_156,32,30,16
Miasto_157,1,2,1
Miasto_158,33,19,14
Miasto_159,10,39,5
Miasto_160,19,31,14
Miasto_161,26,32,6
Miasto_162,17,31,14
Miasto_163,15,20,15
Miasto_164,8,35,6
Miasto_165,7,3,1
Miasto_166,19,7,17
Miasto_167,27,29,2
Miasto_168,28,11,17
Miasto_169,32,15,18
Miasto_170,37,2,16
Miasto_171,34,13,18
Miasto_172,18,5,3
Miasto_173,13,14,4
Miasto_174,29,13,8
Miasto_175,21,34,12
Miasto_176,6,23,8
Miasto_177,38,29,2
Miasto_178,8,29,1
Miasto_179,37,24,8
Miasto_180,27,33,11
Miasto_181,34,6,7
Miasto_182,4,35,18
Miasto_183,31,23,9
Miasto_184,36,1,4
Miasto_185,6,12,11
Miasto_186,28,31,6
Miasto_187,23,26,7
Miasto_188,33,10,15
Miasto_189,10,0,12
Miasto_190,5,31,2
Miasto_191,17,36,14
Miasto_192,28,25,16
Miasto_193,29,20,13
Miasto_194,27,13,6
Miasto_195,31,37,18
Miasto_196,30,9,6
Miasto_197,9,28,14
Miasto_198,12,24,8
Miasto_199,18,10,17
Miasto_200,20,32,3
Miasto_201,30,24,13
Miasto_202,31,0,10
Miasto_203,3,22,15
Miasto_204,36,2,10
Miasto_205,30,15,2
Miasto_206,22,11,7
Miasto_207,34,12,11
Miasto_208,4,21,16
Miasto_209,27,38,10
Miasto_210,20,10,12
Miasto_211,39,30,1
Miasto_212,30,4,15
Miasto_213,1,11,12
Miasto_214,33,16,16
Miasto_215,32,9,8
Miasto_216,15,26,11
Miasto_217,23,8,2
Miasto_218,1,4,15
Miasto_219,20,29,13
Miasto_220,39,38,18
Miasto_221,38,9,14
Miasto_222,9,18,16
Miasto_223,0,36,8
Miasto_224,37,32,18
Miasto_225,12,36,5
Miasto_226,25,38,3
Miasto_227,26,36,14
Miasto_228,1,34,9
Miasto_229,11,7,4
Miasto_230,25,21,18
Miasto_231,29,17,8
Miasto_232,25,30,13
Miasto_233,13,12,3
Miasto_234,32,6,16
Miasto_235,7,23,3
Miasto_236,36,24,16
Miasto_237,22,14,3
Miasto_238,22,30,16
Miasto_239,29,6,5
Miasto_240,38,0,5
Miasto_241,30,34,3
Miasto_242,29,33,1
Miasto_243,37,9,6
Miasto_244,37,21,6
Miasto_245,28,0,12
Miasto_246,26,19,8
Miasto_247,34,0,3
Miasto_248,14,20,2
Miasto_249,34,31,4
Miasto_250,30,36,4
Miasto_251,21,6,16
Miasto_252,21,35,18
Miasto_253,4,4,17
Miasto_254,16,1,3
Miasto_255,21,0,4
Miasto_256,36,11,7
Miasto_257,16,18,17
Miasto_258,13,20,6
Miasto_259,17,34,4
Miasto_260,34,24,9
Miasto_261,36,16,3
Miasto_262,33,25,18
Miasto_263,4,36,9
Miasto_264,17,10,9
Miasto_265,39,14,11
Miasto_266,5,19,15
Miasto_267,14,21,7
Miasto_268,26,39,12
Miasto_269,15,17,8
Miasto_270,12,17,6
Miasto_271,30,12,11
Miasto_272,27,36,15
Miasto_273,12,25,6
Miasto_274,18,36,5
Miasto_275,37,12,5
Miasto_276,24,37,9
Miasto_277,20,15,3
Miasto_278,27,1,12
Miasto_279,35,1,13
Miasto_280,16,26,2
Miasto_281,6,0,9
Miasto_282,34,36,15
Miasto_283,33,36,12
Miasto_284,17,12,8
Miasto_285,7,26,10
Miasto_286,2,6,11
Miasto_287,6,11,9
Miasto_288,12,39,13
Miasto_289,19,23,15
Miasto_290,34,2,6
Miasto_291,11,13,18
Miasto_292,1,29,2
Miasto_293,8,22,1
Miasto_294,19,38,16
Miasto_295,13,32,6
Miasto_296,5,27,4
Miasto_297,38,38,17
Miasto_298,17,9,14
Miasto_299,0,29,3
Miasto_300,6,5,11
Miasto_301,16,4,1
Miasto_302,4,8,18
Miasto_303,8,38,4
Miasto_304,16,8,2
Miasto_305,29,28,8
Miasto_306,35,17,9
Miasto_307,12,2,9
Miasto_308,5,6,17
Miasto_309,10,33,4
Miasto_310,32,12,8
Miasto_311,5,0,15
Miasto_312,24,9,12
Miasto_313,35,4,3
Miasto_314,9,3,11
Miasto_315,20,26,3
Miasto_316,30,30,18
Miasto_317,8,15,9
Miasto_318,22,16,15
Miasto_319,32,22,1
Miasto_320,36,0,12
Miasto_321,33,30,6
Miasto_322,25,36,8
Miasto_323,30,7,1
Miasto_324,34,1,5
Miasto_325,23,4,3
Miasto_326,26,14,1
Miasto_327,13,10,8
Miasto_328,9,12,11
Miasto_329,32,28,9
Miasto_330,15,1,12
Miasto_331,9,22,15
Miasto_332,36,8,17
Miasto_333,6,33,17
Miasto_334,38,15,6
Miasto_335,24,25,16
Miasto_336,31,14,8
Miasto_337,23,36,17
Miasto_338,39,29,1
Miasto_339,37,17,3
Miasto_340,20,6,18
Miasto_341,6,28,17
Miasto_342,24,7,14
Miasto_343,8,27,12
Miasto_344,30,2,18
Miasto_345,7,14,15
Miasto_346,19,22,6
Miasto_347,8,26,12
Miasto_348,32,37,18
Miasto_349,17,4,7
Miasto_350,11,2,18
Miasto_351,8,33,8
Miasto_352,31,20,10
Miasto_353,22,21,12
Miasto_354,13,26,17
Miasto_355,22,38,9
Miasto_356,22,4,14
Miasto_357,24,17,8
Miasto_358,19,9,17
Miasto_359,10,12,11
Miasto_360,27,6,17
Miasto_361,16,36,9
Miasto_362,16,24,12
Miasto_363,21,33,7
Miasto_364,3,29,2
Miasto_365,23,9,1
Miasto_366,5,23,1
Miasto_367,14,0,17
Miasto_368,1,3,9
Miasto_369,27,12,7
Miasto_370,6,6,6
Miasto_371,0,18,1
Miasto_372,33,39,9
Miasto_373,39,1,4
Miasto_374,29,4,15
Miasto_375,0,39,5
Miasto_376,37,37,13
Miasto_377,11,39,1
Miasto_378,13,39,9
Miasto_379,11,36,5
Miasto_380,26,24,17
Miasto_381,6,19,15
Miasto_382,29,5,7
Miasto_383,6,18,2
Miasto_384,25,25,6
Miasto_385,19,4,10
Miasto_386,35,0,2
Miasto_387,30,38,2
Miasto_388,11,23,7
Miasto_389,14,34,15
Miasto_390,32,11,10
Miasto_391,23,1,15
Miasto_392,28,26,13
Miasto_393,27,25,1
Miasto_394,21,31,3
Miasto_395,16,3,13
Miasto_396,1,25,16
Miasto_397,13,5,14
Miasto_398,11,34,7
Miasto_399,1,19,16
Miasto_400,10,35,13
Miasto_401,0,30,13
Miasto_402,7,30,14
Miasto_403,10,2,13
Miasto_404,20,30,5
Miasto_405,34,8,8
Miasto_406,22,34,18
Miasto_407,18,16,6
Miasto_408,38,23,7
Miasto_409,10,25,6
Miasto_410,24,38,17
Miasto_411,37,3,16
Miasto_412,36,32,9
Miasto_413,1,20,9
Miasto_414,6,39,2
Miasto_415,23,18,6
Miasto_416,15,15,3
Miasto_417,10,17,7
Miasto_418,14,37,1
Miasto_419,20,33,2
Miasto_420,21,26,2
Miasto_421,29,1,9
Miasto_422,9,30,16
Miasto_423,15,14,10
Miasto_424,7,21,12
Miasto_425,3,3,15
Miasto_426,16,7,5
Miasto_427,39,37,2
Miasto_428,18,34,5
Miasto_429,9,14,18
Miasto_430,19,3,9
Miasto_431,12,28,10
Miasto_432,24,36,9
Miasto_433,35,10,13
Miasto_434,28,12,1
Miasto_435,8,1,10
Miasto_436,0,27,13
Miasto_437,29,11,13
Miasto_438,18,13,10
Miasto_439,37,26,13
Miasto_440,38,37,3
Miasto_441,7,36,2
Miasto_442,12,37,6
Miasto_443,25,28,5
Miasto_444,10,4,4
Miasto_445,2,3,8
Miasto_446,8,4,2
Miasto_447,30,39,6
Miasto_448,12,4,5
Miasto_449,32,26,3
Miasto_450,23,38,10
Miasto_451,3,8,5
Miasto_452,7,16,7
Miasto_453,34,5,4
Miasto_454,39,3,18
Miasto_455,24,29,14
Miasto_456,22,10,9
Miasto_457,31,29,2
Miasto_458,22,31,6
Miasto_459,23,21,17
Miasto_460,28,13,16
Miasto_461,17,7,9
Miasto_462,31,33,8
Miasto_463,24,1,15
Miasto_464,34,16,18
Miasto_465,11,4,1
Miasto_466,25,11,17
Miasto_467,1,18,17
Miasto_468,12,0,14
Miasto_469,5,8,14
Miasto_470,19,2,2
Miasto_471,11,30,7
Miasto_472,7,11,3
Miasto_473,37,22,16
Miasto_474,23,19,7
Miasto_475,0,11,12
Miasto_476,14,39,7
Miasto_477,17,28,4
Miasto_478,8,14,16
Miasto_479,31,1,8
Miasto_480,36,23,16
Miasto_481,3,0,13
Miasto_482,27,7,1
Miasto_483,15,33,6
Miasto_484,26,11,6
Miasto_485,27,21,2
Miasto_486,12,5,4
Miasto_487,2,32,2
Miasto_488,33,14,11
Miasto_489,20,31,2
Miasto_490,24,20,7
Miasto_491,6,16,17
Miasto_492,34,33,17
Miasto_493,37,20,7
Miasto_494,16,25,8
Miasto_495,39,35,17
Miasto_496,38,19,10
Miasto_497,29,16,8
Miasto_498,19,32,18
Miasto_499,16,28,15
Miasto_500,27,31,3
Miasto_501,18,23,4
Miasto_502,27,24,7
Miasto_503,20,36,11
Miasto_504,22,25,17
Miasto_505,1,37,18
Miasto_506,0,4,4
Miasto_507,19,37,2
Miasto_508,12,35,18
Miasto_509,26,22,5
Miasto_510,25,37,17
Miasto_511,23,12,9
Miasto_512,31,10,6
Miasto_513,22,6,3
Miasto_514,11,6,7
Miasto_515,0,33,15
Miasto_516,1,13,7
Miasto_517,34,3,7
Miasto_518,3,10,8
Miasto_519,6,14,4
Miasto_520,18,19,8
Miasto_521,4,15,12
Miasto_522,30,21,6
Miasto_523,12,3,11
Miasto_524,8,2,7
Miasto_525,16,35,2
Miasto_526,19,21,5
Miasto_527,35,39,7
Miasto_528,38,4,3
Miasto_529,7,32,11
Miasto_530,13,38,13
Miasto_531,14,16,16
Miasto_532,28,22,13
Miasto_533,4,3,10
Miasto_534,3,21,12
Miasto_535,16,13,6
Miasto_536,39,10,18
Miasto_537,11,15,12
Miasto_538,25,13,8
Miasto_539,24,2,9
Miasto_540,1,16,6
Miasto_541,38,5,16
Miasto_542,8,13,4
Miasto_543,1,8,16
Miasto_544,31,8,3
Miasto_545,3,39,18
Miasto_546,4,34,18
Miasto_547,33,3,9
Miasto_548,18,11,13
Miasto_549,29,9,2
Miasto_550,33,6,7
Miasto_551,23,16,16
Miasto_552,39,34,9
Miasto_553,9,19,16
Miasto_554,14,35,8
Miasto_555,2,39,11
Miasto_556,25,32,5
Miasto_557,33,18,4
Miasto_558,33,35,11
Miasto_559,17,35,4
Miasto_560,4,22,9
Miasto_561,35,36,11
Miasto_562,32,34,2
Miasto_563,12,29,13
Miasto_564,38,10,11
Miasto_565,20,39,5
Miasto_566,12,9,7
Miasto_567,16,21,11
Miasto_568,21,8,8
Miasto_569,38,20,14
Miasto_570,35,20,1
Miasto_571,38,16,3
Miasto_572,23,28,5
Miasto_573,30,31,2
Miasto_574,27,28,11
Miasto_575,10,23,3
Miasto_576,2,28,12
Miasto_577,31,6,6
Miasto_578,30,35,4
Miasto_579,35,2,11
Miasto_580,25,20,13
Miasto_581,33,9,1
Miasto_582,3,15,5
Miasto_583,28,4,2
Miasto_584,34,37,12
Miasto_585,7,27,7
Miasto_586,34,25,14
Miasto_587,30,26,5
Miasto_588,1,39,18
Miasto_589,14,11,6
Miasto_590,2,30,12
Miasto_591,35,37,2
Miasto_592,14,7,7
Miasto_593,5,39,17
Miasto_594,3,14,17
Miasto_595,27,30,2
Miasto_596,34,10,8
Miasto_597,38,35,3
Miasto_598,1,0,14
Miasto_599,24,4,2
Miasto_600,30,8,1
Miasto_601,15,31,17
Miasto_602,18,26,15
Miasto_603,36,13,14
Miasto_604,21,30,7
Miasto_605,17,27,4
Miasto_606,22,7,3
Miasto_607,3,19,5
Miasto_608,28,33,8
Miasto_609,13,34,18
Miasto_610,7,38,4
Miasto_611,36,5,7
Miasto_612,11,32,7
Miasto_613,14,30,6
Miasto_614,36,6,8
Miasto_615,33,31,15
Miasto_616,23,2,16
Miasto_617,27,39,3
Miasto_618,17,26,8
Miasto_619,12,16,10
Miasto_620,23,22,16
Miasto_621,21,4,8
Miasto_622,24,21,1
Miasto_623,17,6,5
Miasto_624,7,18,7
Miasto_625,14,27,15
Miasto_626,25,35,4
Miasto_627,27,17,2
Miasto_628,32,21,18
Miasto_629,28,3,9
Miasto_630,23,11,12
Miasto_631,11,11,13
Miasto_632,0,1,11
Miasto_633,5,13,6
Miasto_634,28,38,2
Miasto_635,0,20,5
Miasto_636,2,25,5
Miasto_637,31,26,5
Miasto_638,36,4,1
Miasto_639,18,7,10
Miasto_640,22,2,12
Miasto_641,24,11,16
Miasto_642,5,24,6
Miasto_643,9,1,6
Miasto_644,22,22,18
Miasto_645,27,5,5
Miasto_646,0,38,8
Miasto_647,10,38,8
Miasto_648,39,18,2
Miasto_649,21,32,15
Miasto_650,11,14,15
Miasto_651,6,7,14
Miasto_652,0,6,12
Miasto_653,32,36,12
Miasto_654,21,22,10
Miasto_655,10,34,1
Miasto_656,37,19,6
Miasto_657,35,35,10
Miasto_658,15,34,7
Miasto_659,37,5,16
Miasto_660,29,21,7
Miasto_661,20,18,12
Miasto_662,29,8,10
Miasto_663,34,7,16
Miasto_664,6,20,12
Miasto_665,31,9,2
Miasto_666,5,28,5
Miasto_667,32,7,8
Miasto_668,5,9,18
Miasto_669,14,9,17
Miasto_670,39,4,8
Miasto_671,8,3,10
Miasto_672,36,21,1
Miasto_673,4,37,16
Miasto_674,6,31,12
Miasto_675,30,16,13
Miasto_676,16,15,11
Miasto_677,33,24,6
Miasto_678,10,30,5
Miasto_679,5,25,4
Miasto_680,2,33,4
Miasto_681,38,14,4
Miasto_682,11,24,15
Miasto_683,22,28,12
Miasto_684,23,17,17
Miasto_685,24,30,3
Miasto_686,26,29,18
Miasto_687,28,6,7
Miasto_688,2,7,5
Miasto_689,7,20,11
Miasto_690,4,17,13
Miasto_691,26,13,16
Miasto_692,13,28,12
Miasto_693,15,0,9
Miasto_694,5,26,17
Miasto_695,4,20,3
Miasto_696,35,30,15
Miasto_697,33,8,12
Miasto_698,13,4,12
Miasto_699,31,5,12
Miasto_700,34,4,15
Miasto_701,4,32,8
Miasto_702,34,34,14
Miasto_703,7,6,15
Miasto_704,26,35,17
Miasto_705,16,0,14
Miasto_706,10,24,17
Miasto_707,17,16,13
Miasto_708,27,16,11
Miasto_709,14,33,14
Miasto_710,12,8,4
Miasto_711,29,0,7
Miasto_712,4,39,4
Miasto_713,4,16,6
Miasto_714,7,24,9
Miasto_715,39,28,4
Miasto_716,14,10,7
Miasto_717,13,29,11
Miasto_718,16,16,16
Miasto_719,32,5,16
Miasto_720,8,5,9
Miasto_721,17,19,5
Miasto_722,4,13,4
Miasto_723,20,25,17
Miasto_724,17,23,15
Miasto_725,25,34,4
Miasto_726,19,10,18
Miasto_727,35,21,1
Miasto_728,34,30,16
Miasto_729,39,32,9
Miasto_730,23,25,4
Miasto_731,24,39,6
Miasto_732,34,20,10
Miasto_733,9,9,14
Miasto_734,13,36,13
Miasto_735,10,14,16
Miasto_736,1,27,6
Miasto_737,8,17,12
Miasto_738,16,14,3
Miasto_739,24,10,12
Miasto_740,19,26,12
Miasto_741,30,19,8
Miasto_742,39,6,14
Miasto_743,9,21,13
Miasto_744,26,3,1
Miasto_745,22,20,14
Miasto_746,37,4,12
Miasto_747,6,30,14
Miasto_748,12,22,16
Miasto_749,31,35,2
Miasto_750,22,24,4
Miasto_751,17,22,15
Miasto_752,37,6,16
Miasto_753,25,16,4
Miasto_754,11,17,16
Miasto_755,3,9,15
Miasto_756,11,29,14
Miasto_757,9,29,9
Miasto_758,22,37,8
Miasto_759,36,20,17
Miasto_760,15,13,1
Miasto_761,26,25,14
Miasto_762,39,27,5
Miasto_763,31,16,14
Miasto_764,37,29,18
Miasto_765,17,15,18
Miasto_766,19,19,10
Miasto_767,19,0,16
Miasto_768,39,19,18
Miasto_769,10,10,14
Miasto_770,20,28,14
Miasto_771,37,25,7
Miasto_772,22,27,16
Miasto_773,12,32,16
Miasto_774,24,13,7
Miasto_775,38,22,4
Miasto_776,13,25,16
Miasto_777,32,18,1
Miasto_778,28,21,18
Miasto_779,11,22,14
Miasto_780,22,23,10
Miasto_781,35,32,6
Miasto_782,28,10,2
Miasto_783,3,23,10
Miasto_784,6,15,16
Miasto_785,16,32,5
Miasto_786,23,3,12
Miasto_787,32,17,5
Miasto_788,39,9,18
Miasto_789,17,20,11
Miasto_790,17,5,18
Miasto_791,37,36,11
Miasto_792,0,13,6
Miasto_793,25,3,12
Miasto_794,4,1,7
Miasto_795,24,6,17
Miasto_796,8,24,3
Miasto_797,33,0,16
Miasto_798,19,35,17
Miasto_799,12,30,18
Miasto_800,8,30,8
Miasto_801,33,33,17
Miasto_802,20,4,8
Miasto_803,14,5,9
Miasto_804,12,20,2
Miasto_805,11,8,14
Miasto_806,7,33,11
Miasto_807,10,5,15
Miasto_808,33,34,18
Miasto_809,15,22,13
Miasto_810,39,15,7
Miasto_811,15,11,5
Miasto_812,5,12,7
Miasto_813,19,18,6
Miasto_814,8,19,17
Miasto_815,14,36,8
Miasto_816,37,13,18
Miasto_817,22,5,4
Miasto_818,2,22,13
Miasto_819,1,10,9
Miasto_820,30,37,14
Miasto_821,22,13,13
Miasto_822,25,7,8
Miasto_823,15,4,4
Miasto_824,33,17,6
Miasto_825,25,24,18
Miasto_826,3,31,3
Miasto_827,28,24,7
Miasto_828,33,22,5
Miasto_829,38,28,8
Miasto_830,30,10,2
Miasto_831,2,34,16
Miasto_832,18,29,15
Miasto_833,10,21,12
Miasto_834,26,28,3
Miasto_835,2,21,12
Miasto_836,4,12,14
Miasto_837,20,13,17
Miasto_838,7,15,6
Miasto_839,15,23,7
Miasto_840,38,11,8
Miasto_841,9,17,4
Miasto_842,0,3,18
Miasto_843,24,12,5
Miasto_844,29,32,3
Miasto_845,21,28,13
Miasto_846,7,8,12
Miasto_847,24,15,3
Miasto_848,3,32,11
Miasto_849,5,16,10
Miasto_850,8,8,9
Miasto_851,38,33,11
Miasto_852,18,32,18
Miasto_853,34,22,11
Miasto_854,6,35,4
Miasto_855,24,23,13
Miasto_856,7,2,15
Miasto_857,13,3,14
Miasto_858,15,27,13
Miasto_859,11,9,18
Miasto_860,24,35,9
Miasto_861,13,15,9
Miasto_862,33,2,8
Miasto_863,2,20,10
Miasto_864,8,10,11
Miasto_865,19,36,13
Miasto_866,15,38,13
Miasto_867,15,28,15
Miasto_868,17,21,3
Miasto_869,9,5,13
Miasto_870,36,14,17
Miasto_871,5,4,2
Miasto_872,7,25,4
Miasto_873,11,10,11
Miasto_874,11,26,15
Miasto_875,39,25,15
Miasto_876,31,18,8
Miasto_877,25,17,10
Miasto_878,26,16,13
Miasto_879,35,11,18
Miasto_880,24,3,4
Miasto_881,8,7,11
Miasto_882,39,22,4
Miasto_883,15,16,4
Miasto_884,39,20,1
Miasto_885,13,23,18
Miasto_886,11,12,7
Miasto_887,5,21,7
Miasto_888,13,18,5
Miasto_889,26,2,18
Miasto_890,35,13,12
Miasto_891,25,5,17
Miasto_892,7,19,7
Miasto_893,22,9,4
Miasto_894,13,17,9
Miasto_895,25,22,1
Miasto_896,9,15,13
Miasto_897,39,31,12
Miasto_898,35,15,17
Miasto_899,18,15,8
Miasto_900,9,31,10
Miasto_901,16,6,7
Miasto_902,13,22,17
Miasto_903,12,27,14
Miasto_904,32,32,6
Miasto_905,35,18,10
Miasto_906,34,35,14
Miasto_907,23,14,16
Miasto_908,7,39,3
Miasto_909,9,36,6
Miasto_910,39,2,3
Miasto_911,27,2,3
Miasto_912,23,39,14
Miasto_913,33,15,1
Miasto_914,0,17,4
Miasto_915,20,35,12
Miasto_916,13,0,10
Miasto_917,26,10,11
Miasto_918,10,28,3
Miasto_919,5,10,8
Miasto_920,16,5,7
Miasto_921,5,1,4
Miasto_922,25,27,15
Miasto_923,12,21,5
Miasto_924,1,15,9
Miasto_925,31,36,7
Miasto_926,21,23,16
Miasto_927,36,31,13
Miasto_928,31,34,3
Miasto_929,20,2,10
Miasto_930,9,10,9
Miasto_931,17,33,12
Miasto_932,18,3,13
Miasto_933,19,20,15
Miasto_934,30,6,2
Miasto_935,4,2,5
Miasto_936,23,13,5
Miasto_937,2,26,9
Miasto_938,29,12,14
Miasto_939,16,20,8
Miasto_940,29,3,1
Miasto_941,8,21,12
Miasto_942,19,27,15
Miasto_943,37,38,8
Miasto_944,29,10,2
Miasto_945,10,6,17
Miasto_946,18,35,3
Miasto_947,25,14,7
Miasto_948,3,36,3
Miasto_949,35,25,12
Miasto_950,39,11,2
Miasto_951,23,7,6
Miasto_952,22,1,1
Miasto_953,21,13,1
Miasto_954,21,14,3
Miasto_955,5,32,8
Miasto_956,11,21,3
Miasto_957,11,28,9
Miasto_958,7,9,16
Miasto_959,18,18,3
Miasto_960,33,13,12
Miasto_961,22,36,16
Miasto_962,36,9,7
Miasto_963,31,4,9
Miasto_964,3,6,18
Miasto_965,5,22,11
Miasto_966,19,34,17
Miasto_967,30,28,3
Miasto_968,16,31,8
Miasto_969,37,33,13
Miasto_970,35,5,1
Miasto_971,4,38,2
Miasto_972,2,11,2
Miasto_973,34,15,1
Miasto_974,17,8,16
Miasto_975,25,9,11
Miasto_976,13,27,7
Miasto_977,29,2,11
Miasto_978,16,39,4
Miasto_979,13,13,7
Miasto_980,23,37,6
Miasto_981,28,20,12
Miasto_982,33,37,5
Miasto_983,14,19,11
Miasto_984,31,27,3
Miasto_985,18,33,11
Miasto_986,29,22,16
Miasto_987,11,38,3
Miasto_988,3,24,10
Miasto_989,0,12,18
Miasto_990,22,12,7
Miasto_991,24,24,17
Miasto_992,33,26,6
Miasto_993,8,31,1
Miasto_994,8,20,15
Miasto_995,20,19,12
Miasto_996,1,38,9
Miasto_997,8,0,15
Miasto_998,0,15,14
Miasto_999,3,26,3
Miasto_1000,15,21,11
Miasto_1001,22,0,18
Miasto_1002,31,30,16
Miasto_1003,29,26,14
Miasto_1004,37,0,2
Miasto_1005,6,26,18
Miasto_1006,26,9,12
Miasto_1007,9,39,7
Miasto_1008,28,35,15
Miasto_1009,12,15,3
Miasto_1010,26,30,5
Miasto_1011,2,38,6
Miasto_1012,29,25,13
Miasto_1013,1,31,8
Miasto_1014,16,22,15
Miasto_1015,13,30,3
Miasto_1016,34,27,16
Miasto_1017,6,37,2
Miasto_1018,2,15,11
Miasto_1019,27,22,4
Miasto_1020,3,4,16
Miasto_1021,21,11,5
Miasto_1022,18,1,14
Miasto_1023,3,38,2
Miasto_1024,4,24,4
Miasto_1025,21,21,7
Miasto_1026,18,28,5
Miasto_1027,0,34,1
Miasto_1028,21,9,4
Miasto_1029,24,33,15
Miasto_1030,25,31,15
Miasto_1031,36,35,11
Miasto_1032,37,18,17
Miasto_1033,38,18,10
Miasto_1034,0,8,18
Miasto_1035,11,19,9
Miasto_1036,31,24,5
Miasto_1037,26,33,2
Miasto_1038,16,34,9
Miasto_1039,33,4,11
Miasto_1040,34,14,6
Miasto_1041,11,27,12
Miasto_1042,12,33,6
Miasto_1043,17,0,8
Miasto_1044,4,10,12
Miasto_1045,9,16,9
Miasto_1046,31,17,9
Miasto_1047,35,22,9
Miasto_1048,39,13,7
Miasto_1049,36,27,5
Miasto_1050,33,12,5
Miasto_1051,16,29,13
Miasto_1052,29,31,9
Miasto_1053,17,14,2
Miasto_1054,34,23,2
Miasto_1055,4,27,2
Miasto_1056,3,25,2
Miasto_1057,14,6,15
Miasto_1058,30,22,14
Miasto_1059,33,28,4
Miasto_1060,39,36,15
Miasto_1061,25,4,15
Miasto_1062,0,37,17
Miasto_1063,29,27,1
Miasto_1064,28,2,12
Miasto_1065,38,36,9
Miasto_1066,34,28,17
Miasto_1067,5,17,15
Miasto_1068,38,24,3
Miasto_1069,4,23,14
