name,x,y,quantity
Miasto_476,1,-24,9
Miasto_477,1,-23,1
Miasto_478,1,-25,6
Miasto_479,1,-26,17
Miasto_480,2,-26,6
Miasto_481,2,-27,18
Miasto_482,1,-27,15
Miasto_483,1,-28,15
Miasto_484,0,-28,15
Miasto_485,-1,-28,17
Miasto_486,-1,-29,16
Miasto_487,-2,-29,17
Miasto_488,-1,-27,14
Miasto_489,0,-29,5
Miasto_490,0,-30,3
Miasto_491,-1,-30,4
Miasto_492,-1,-31,8
Miasto_493,-2,-30,17
Miasto_494,-4,-30,10
Miasto_495,-4,-32,12
Miasto_496,-5,-30,10
Miasto_497,-11,-33,16
Miasto_498,-11,-32,16
Miasto_499,-5,-32,12
Miasto_500,-11,-37,10
Miasto_501,-8,-39,8
Miasto_502,-8,-40,13
Miasto_503,-8,-41,13
Miasto_504,-7,-41,7
Miasto_505,-7,-40,17
Miasto_506,-6,-40,15
Miasto_507,-6,-41,13
Miasto_508,-5,-41,5
Miasto_509,-4,-41,3
Miasto_510,-3,-41,9
Miasto_511,-6,-42,18
Miasto_512,-6,-43,18
Miasto_513,-6,-44,10
Miasto_514,-5,-44,5
Miasto_515,-7,-42,18
Miasto_516,-7,-43,17
Miasto_517,-7,-44,12
Miasto_518,-6,-45,7
Miasto_519,-6,-46,15
Miasto_520,-6,-47,16
Miasto_521,-6,-48,15
Miasto_522,-7,-48,2
Miasto_523,-7,-47,1
Miasto_524,-8,-47,12
Miasto_525,-8,-46,9
Miasto_526,-9,-47,16
Miasto_527,-9,-46,17
Miasto_528,-9,-45,6
Miasto_529,-8,-45,15
Miasto_530,-9,-44,8
Miasto_531,-8,-44,6
Miasto_532,-10,-45,9
Miasto_533,-10,-44,15
Miasto_534,-10,-46,17
Miasto_535,-9,-43,3
Miasto_536,-10,-43,8
Miasto_537,-9,-42,13
Miasto_538,-8,-42,17
Miasto_539,-10,-42,5
Miasto_540,-11,-42,14
Miasto_541,-11,-41,1
Miasto_542,-12,-41,11
Miasto_543,-12,-42,3
Miasto_544,-13,-43,15
Miasto_545,-14,-43,4
Miasto_546,-15,-43,16
Miasto_547,-16,-43,1
Miasto_548,-16,-42,8
Miasto_549,-17,-43,9
Miasto_550,-18,-43,3
Miasto_551,-19,-43,16
Miasto_552,-19,-44,15
Miasto_553,-20,-44,18
Miasto_554,-20,-43,1
Miasto_555,-20,-42,17
Miasto_556,-21,-42,4
Miasto_557,-19,-42,15
Miasto_558,-19,-41,7
Miasto_559,-20,-41,9
Miasto_560,-21,-41,17
Miasto_561,-21,-43,12
Miasto_562,-21,-44,7
Miasto_563,-18,-42,3
Miasto_564,-18,-41,12
Miasto_565,-17,-44,1
Miasto_566,-15,-42,12
Miasto_567,-16,-41,13
Miasto_568,-17,-42,11
Miasto_569,-20,-45,10
Miasto_570,-21,-45,11
Miasto_571,-18,-44,3
Miasto_572,-12,-39,5
Miasto_573,-11,-39,4
Miasto_574,-12,-38,11
Miasto_575,-12,-37,1
Miasto_576,-11,-38,11
Miasto_577,-15,-44,14
Miasto_578,-16,-44,3
Miasto_579,-17,-45,2
Miasto_580,-15,-45,7
Miasto_581,-16,-45,8
Miasto_582,-17,-46,9
Miasto_583,-16,-46,17
Miasto_584,-14,-44,2
Miasto_585,-14,-45,7
