city_from,city_to,travel_time
Miasto_36,Miasto_37,12
Miasto_36,Miasto_38,2
Miasto_37,Miasto_52,14
Miasto_37,Miasto_54,13
Miasto_39,Miasto_40,11
Miasto_39,Miasto_42,17
Miasto_40,Miasto_41,5
Miasto_40,Miasto_43,11
Miasto_42,Miasto_43,13
Miasto_42,Miasto_44,10
Miasto_45,Miasto_46,4
Miasto_46,Miasto_47,16
Miasto_47,Miasto_48,13
Miasto_47,Miasto_51,4
Miasto_48,Miasto_49,18
Miasto_48,Miasto_52,8
Miasto_49,Miasto_50,17
Miasto_49,Miasto_51,9
Miasto_49,Miasto_53,1
Miasto_50,Miasto_58,11
Miasto_50,Miasto_63,13
Miasto_50,Miasto_72,6
Miasto_51,Miasto_72,9
Miasto_52,Miasto_53,2
Miasto_53,Miasto_54,1
Miasto_53,Miasto_58,7
Miasto_54,Miasto_55,14
Miasto_54,Miasto_57,4
Miasto_55,Miasto_56,12
Miasto_56,Miasto_57,11
Miasto_57,Miasto_58,18
Miasto_58,Miasto_59,5
Miasto_59,Miasto_60,9
Miasto_59,Miasto_63,3
Miasto_60,Miasto_61,3
Miasto_60,Miasto_62,9
Miasto_61,Miasto_67,3
Miasto_62,Miasto_63,13
Miasto_62,Miasto_64,1
Miasto_62,Miasto_67,3
Miasto_63,Miasto_71,12
Miasto_64,Miasto_65,8
Miasto_64,Miasto_68,17
Miasto_64,Miasto_71,5
Miasto_65,Miasto_66,3
Miasto_65,Miasto_67,3
Miasto_66,Miasto_68,9
Miasto_66,Miasto_69,15
Miasto_68,Miasto_70,7
Miasto_69,Miasto_70,4
Miasto_69,Miasto_88,1
Miasto_69,Miasto_93,17
Miasto_70,Miasto_86,18
Miasto_70,Miasto_87,18
Miasto_71,Miasto_72,14
Miasto_72,Miasto_73,13
Miasto_73,Miasto_74,3
Miasto_74,Miasto_75,17
Miasto_74,Miasto_87,18
Miasto_75,Miasto_76,16
Miasto_75,Miasto_83,8
Miasto_75,Miasto_85,14
Miasto_76,Miasto_77,14
Miasto_76,Miasto_79,4
Miasto_77,Miasto_78,3
Miasto_78,Miasto_79,2
Miasto_78,Miasto_81,15
Miasto_79,Miasto_80,5
Miasto_79,Miasto_83,6
Miasto_80,Miasto_81,16
Miasto_81,Miasto_82,5
Miasto_83,Miasto_84,14
Miasto_84,Miasto_85,1
Miasto_85,Miasto_86,1
Miasto_85,Miasto_87,1
Miasto_86,Miasto_88,13
Miasto_88,Miasto_89,3
Miasto_88,Miasto_90,5
Miasto_89,Miasto_91,3
Miasto_90,Miasto_91,1
Miasto_90,Miasto_93,10
Miasto_91,Miasto_92,2
Miasto_91,Miasto_105,11
Miasto_92,Miasto_107,8
Miasto_92,Miasto_109,16
Miasto_93,Miasto_94,14
Miasto_94,Miasto_95,11
Miasto_94,Miasto_98,15
Miasto_95,Miasto_96,18
Miasto_96,Miasto_97,3
Miasto_96,Miasto_98,12
Miasto_96,Miasto_101,17
Miasto_98,Miasto_99,12
Miasto_99,Miasto_100,2
Miasto_99,Miasto_101,12
Miasto_99,Miasto_102,2
Miasto_102,Miasto_103,10
Miasto_103,Miasto_104,18
Miasto_104,Miasto_105,9
Miasto_104,Miasto_106,12
Miasto_105,Miasto_107,2
Miasto_106,Miasto_107,18
Miasto_107,Miasto_108,13
Miasto_108,Miasto_109,11
Miasto_108,Miasto_111,9
Miasto_109,Miasto_110,15
Miasto_110,Miasto_111,5
Miasto_111,Miasto_112,10
Miasto_111,Miasto_132,10
Miasto_112,Miasto_113,8
Miasto_113,Miasto_114,10
Miasto_113,Miasto_132,10
Miasto_114,Miasto_115,7
Miasto_114,Miasto_116,11
Miasto_114,Miasto_118,12
Miasto_115,Miasto_119,11
Miasto_115,Miasto_138,1
Miasto_116,Miasto_117,3
Miasto_116,Miasto_131,16
Miasto_116,Miasto_132,13
Miasto_117,Miasto_118,11
Miasto_117,Miasto_122,10
Miasto_117,Miasto_123,7
Miasto_118,Miasto_119,1
Miasto_118,Miasto_121,2
Miasto_119,Miasto_120,17
Miasto_119,Miasto_124,5
Miasto_120,Miasto_121,7
Miasto_120,Miasto_125,5
Miasto_120,Miasto_126,1
Miasto_121,Miasto_122,12
Miasto_121,Miasto_127,17
Miasto_122,Miasto_128,15
Miasto_123,Miasto_131,9
Miasto_124,Miasto_125,1
Miasto_124,Miasto_133,8
Miasto_124,Miasto_138,3
Miasto_125,Miasto_134,17
Miasto_126,Miasto_127,14
Miasto_127,Miasto_128,3
Miasto_128,Miasto_129,12
Miasto_128,Miasto_130,13
Miasto_133,Miasto_134,7
Miasto_133,Miasto_135,8
Miasto_133,Miasto_137,15
Miasto_135,Miasto_136,6
Miasto_135,Miasto_139,14
Miasto_136,Miasto_137,17
Miasto_136,Miasto_140,13
Miasto_137,Miasto_138,5
Miasto_139,Miasto_140,10
Miasto_139,Miasto_474,1
Miasto_140,Miasto_141,2
Miasto_141,Miasto_142,13
Miasto_141,Miasto_231,9
Miasto_141,Miasto_474,5
Miasto_142,Miasto_143,13
Miasto_142,Miasto_230,10
Miasto_142,Miasto_257,18
Miasto_143,Miasto_144,6
Miasto_143,Miasto_148,4
Miasto_143,Miasto_229,7
Miasto_144,Miasto_145,13
Miasto_144,Miasto_147,16
Miasto_144,Miasto_257,13
Miasto_145,Miasto_146,13
Miasto_145,Miasto_218,14
Miasto_145,Miasto_470,1
Miasto_146,Miasto_147,18
Miasto_146,Miasto_153,8
Miasto_146,Miasto_219,4
Miasto_147,Miasto_148,12
Miasto_147,Miasto_150,3
Miasto_148,Miasto_149,16
Miasto_148,Miasto_228,16
Miasto_149,Miasto_150,8
Miasto_149,Miasto_157,12
Miasto_149,Miasto_227,7
Miasto_150,Miasto_151,9
Miasto_150,Miasto_153,12
Miasto_151,Miasto_152,9
Miasto_151,Miasto_154,12
Miasto_151,Miasto_157,10
Miasto_152,Miasto_153,17
Miasto_152,Miasto_155,9
Miasto_152,Miasto_220,13
Miasto_153,Miasto_207,15
Miasto_154,Miasto_155,7
Miasto_154,Miasto_156,12
Miasto_154,Miasto_158,6
Miasto_155,Miasto_200,13
Miasto_155,Miasto_203,15
Miasto_156,Miasto_157,17
Miasto_156,Miasto_159,2
Miasto_156,Miasto_225,12
Miasto_157,Miasto_226,17
Miasto_158,Miasto_159,12
Miasto_158,Miasto_200,5
Miasto_158,Miasto_221,11
Miasto_159,Miasto_160,11
Miasto_159,Miasto_223,10
Miasto_160,Miasto_161,17
Miasto_160,Miasto_221,11
Miasto_160,Miasto_224,12
Miasto_161,Miasto_162,14
Miasto_161,Miasto_164,17
Miasto_161,Miasto_222,17
Miasto_162,Miasto_163,9
Miasto_162,Miasto_196,7
Miasto_162,Miasto_221,3
Miasto_163,Miasto_164,2
Miasto_163,Miasto_192,4
Miasto_163,Miasto_193,5
Miasto_164,Miasto_165,11
Miasto_164,Miasto_195,6
Miasto_165,Miasto_166,10
Miasto_165,Miasto_170,10
Miasto_165,Miasto_222,11
Miasto_166,Miasto_167,17
Miasto_166,Miasto_169,2
Miasto_166,Miasto_499,10
Miasto_167,Miasto_168,7
Miasto_167,Miasto_495,16
Miasto_168,Miasto_169,6
Miasto_168,Miasto_174,4
Miasto_169,Miasto_170,9
Miasto_169,Miasto_173,10
Miasto_170,Miasto_171,5
Miasto_170,Miasto_195,3
Miasto_171,Miasto_172,6
Miasto_171,Miasto_173,1
Miasto_171,Miasto_177,17
Miasto_172,Miasto_178,1
Miasto_172,Miasto_191,14
Miasto_172,Miasto_195,4
Miasto_173,Miasto_174,4
Miasto_173,Miasto_176,9
Miasto_174,Miasto_175,11
Miasto_175,Miasto_176,18
Miasto_176,Miasto_177,9
Miasto_176,Miasto_270,12
Miasto_177,Miasto_178,10
Miasto_177,Miasto_269,5
Miasto_178,Miasto_179,18
Miasto_178,Miasto_186,5
Miasto_179,Miasto_180,4
Miasto_179,Miasto_184,3
Miasto_179,Miasto_191,12
Miasto_180,Miasto_181,9
Miasto_180,Miasto_183,13
Miasto_180,Miasto_186,18
Miasto_181,Miasto_182,8
Miasto_181,Miasto_185,11
Miasto_181,Miasto_501,16
Miasto_182,Miasto_183,15
Miasto_182,Miasto_343,12
Miasto_183,Miasto_184,14
Miasto_183,Miasto_188,2
Miasto_184,Miasto_187,11
Miasto_184,Miasto_190,9
Miasto_185,Miasto_186,2
Miasto_186,Miasto_269,2
Miasto_187,Miasto_188,9
Miasto_187,Miasto_189,15
Miasto_187,Miasto_275,18
Miasto_188,Miasto_343,14
Miasto_188,Miasto_500,11
Miasto_189,Miasto_190,14
Miasto_189,Miasto_272,10
Miasto_189,Miasto_344,15
Miasto_190,Miasto_191,1
Miasto_190,Miasto_194,9
Miasto_191,Miasto_192,9
Miasto_192,Miasto_194,2
Miasto_192,Miasto_195,1
Miasto_193,Miasto_194,4
Miasto_193,Miasto_196,6
Miasto_193,Miasto_271,3
Miasto_194,Miasto_272,17
Miasto_196,Miasto_197,11
Miasto_196,Miasto_199,11
Miasto_197,Miasto_198,16
Miasto_197,Miasto_271,1
Miasto_197,Miasto_498,5
Miasto_198,Miasto_199,3
Miasto_198,Miasto_201,1
Miasto_199,Miasto_200,2
Miasto_199,Miasto_221,8
Miasto_200,Miasto_201,18
Miasto_201,Miasto_202,5
Miasto_201,Miasto_203,12
Miasto_202,Miasto_204,2
Miasto_203,Miasto_204,15
Miasto_203,Miasto_220,4
Miasto_204,Miasto_205,17
Miasto_205,Miasto_206,12
Miasto_205,Miasto_220,17
Miasto_205,Miasto_469,1
Miasto_206,Miasto_207,17
Miasto_206,Miasto_208,9
Miasto_206,Miasto_216,18
Miasto_207,Miasto_219,18
Miasto_207,Miasto_220,8
Miasto_208,Miasto_209,4
Miasto_208,Miasto_217,13
Miasto_208,Miasto_219,9
Miasto_209,Miasto_210,17
Miasto_209,Miasto_214,1
Miasto_209,Miasto_216,16
Miasto_210,Miasto_211,2
Miasto_210,Miasto_213,3
Miasto_210,Miasto_217,9
Miasto_211,Miasto_212,8
Miasto_212,Miasto_213,6
Miasto_213,Miasto_214,10
Miasto_213,Miasto_457,11
Miasto_214,Miasto_215,8
Miasto_215,Miasto_216,12
Miasto_215,Miasto_462,14
Miasto_215,Miasto_463,3
Miasto_216,Miasto_469,18
Miasto_217,Miasto_218,2
Miasto_218,Miasto_219,12
Miasto_218,Miasto_471,3
Miasto_222,Miasto_224,9
Miasto_222,Miasto_499,4
Miasto_223,Miasto_224,11
Miasto_223,Miasto_225,5
Miasto_223,Miasto_496,9
Miasto_224,Miasto_268,16
Miasto_225,Miasto_226,2
Miasto_226,Miasto_227,13
Miasto_226,Miasto_258,9
Miasto_227,Miasto_228,16
Miasto_227,Miasto_475,2
Miasto_228,Miasto_229,7
Miasto_228,Miasto_256,7
Miasto_229,Miasto_230,8
Miasto_229,Miasto_236,2
Miasto_230,Miasto_231,17
Miasto_230,Miasto_234,17
Miasto_231,Miasto_232,11
Miasto_232,Miasto_233,14
Miasto_232,Miasto_234,4
Miasto_232,Miasto_255,14
Miasto_233,Miasto_235,10
Miasto_233,Miasto_243,8
Miasto_233,Miasto_245,18
Miasto_234,Miasto_235,16
Miasto_234,Miasto_236,18
Miasto_235,Miasto_237,11
Miasto_235,Miasto_238,15
Miasto_236,Miasto_237,8
Miasto_236,Miasto_256,15
Miasto_237,Miasto_239,18
Miasto_237,Miasto_254,7
Miasto_238,Miasto_239,15
Miasto_238,Miasto_241,12
Miasto_238,Miasto_243,8
Miasto_239,Miasto_240,14
Miasto_239,Miasto_252,3
Miasto_240,Miasto_241,13
Miasto_240,Miasto_250,3
Miasto_240,Miasto_251,1
Miasto_241,Miasto_242,11
Miasto_241,Miasto_247,3
Miasto_242,Miasto_243,18
Miasto_242,Miasto_246,17
Miasto_243,Miasto_244,14
Miasto_244,Miasto_245,8
Miasto_244,Miasto_246,11
Miasto_245,Miasto_255,7
Miasto_247,Miasto_248,4
Miasto_247,Miasto_250,8
Miasto_248,Miasto_249,17
Miasto_248,Miasto_476,13
Miasto_249,Miasto_250,11
Miasto_249,Miasto_478,9
Miasto_250,Miasto_253,14
Miasto_251,Miasto_252,5
Miasto_251,Miasto_253,2
Miasto_251,Miasto_262,11
Miasto_252,Miasto_254,14
Miasto_252,Miasto_263,11
Miasto_253,Miasto_488,14
Miasto_254,Miasto_256,18
Miasto_256,Miasto_475,13
Miasto_257,Miasto_470,13
Miasto_257,Miasto_474,7
Miasto_258,Miasto_259,5
Miasto_258,Miasto_475,13
Miasto_259,Miasto_260,4
Miasto_260,Miasto_261,12
Miasto_260,Miasto_263,12
Miasto_260,Miasto_264,16
Miasto_261,Miasto_262,2
Miasto_261,Miasto_485,17
Miasto_261,Miasto_487,3
Miasto_262,Miasto_263,9
Miasto_262,Miasto_488,14
Miasto_264,Miasto_265,9
Miasto_264,Miasto_487,5
Miasto_265,Miasto_266,9
Miasto_265,Miasto_493,5
Miasto_265,Miasto_494,12
Miasto_266,Miasto_267,14
Miasto_267,Miasto_268,17
Miasto_267,Miasto_494,4
Miasto_267,Miasto_495,7
Miasto_268,Miasto_496,11
Miasto_268,Miasto_499,5
Miasto_269,Miasto_270,2
Miasto_271,Miasto_272,18
Miasto_271,Miasto_497,7
Miasto_272,Miasto_273,5
Miasto_273,Miasto_274,8
Miasto_273,Miasto_344,1
Miasto_273,Miasto_497,4
Miasto_274,Miasto_286,18
Miasto_274,Miasto_287,13
Miasto_274,Miasto_318,3
Miasto_275,Miasto_276,4
Miasto_275,Miasto_344,13
Miasto_275,Miasto_500,7
Miasto_276,Miasto_277,2
Miasto_276,Miasto_318,4
Miasto_276,Miasto_575,13
Miasto_277,Miasto_278,13
Miasto_277,Miasto_280,18
Miasto_277,Miasto_282,6
Miasto_278,Miasto_279,10
Miasto_278,Miasto_281,2
Miasto_278,Miasto_294,2
Miasto_279,Miasto_280,1
Miasto_279,Miasto_332,3
Miasto_279,Miasto_342,11
Miasto_280,Miasto_319,18
Miasto_280,Miasto_575,11
Miasto_281,Miasto_282,7
Miasto_281,Miasto_283,17
Miasto_281,Miasto_293,16
Miasto_282,Miasto_287,2
Miasto_282,Miasto_318,1
Miasto_283,Miasto_284,1
Miasto_283,Miasto_287,10
Miasto_283,Miasto_289,5
Miasto_284,Miasto_285,6
Miasto_284,Miasto_288,8
Miasto_285,Miasto_286,13
Miasto_285,Miasto_287,3
Miasto_286,Miasto_497,16
Miasto_288,Miasto_289,4
Miasto_288,Miasto_290,4
Miasto_289,Miasto_291,18
Miasto_289,Miasto_293,17
Miasto_290,Miasto_291,10
Miasto_290,Miasto_315,1
Miasto_290,Miasto_317,6
Miasto_291,Miasto_292,9
Miasto_291,Miasto_300,5
Miasto_292,Miasto_293,8
Miasto_292,Miasto_295,4
Miasto_292,Miasto_299,10
Miasto_293,Miasto_294,7
Miasto_294,Miasto_295,13
Miasto_294,Miasto_332,18
Miasto_295,Miasto_296,6
Miasto_295,Miasto_298,10
Miasto_296,Miasto_297,6
Miasto_296,Miasto_314,10
Miasto_296,Miasto_332,12
Miasto_297,Miasto_331,6
Miasto_297,Miasto_337,14
Miasto_297,Miasto_339,2
Miasto_298,Miasto_299,1
Miasto_298,Miasto_312,17
Miasto_298,Miasto_314,14
Miasto_299,Miasto_300,3
Miasto_299,Miasto_301,2
Miasto_300,Miasto_311,9
Miasto_300,Miasto_315,9
Miasto_301,Miasto_302,4
Miasto_301,Miasto_311,6
Miasto_301,Miasto_312,5
Miasto_302,Miasto_303,14
Miasto_302,Miasto_306,18
Miasto_302,Miasto_307,14
Miasto_303,Miasto_304,12
Miasto_303,Miasto_305,16
Miasto_305,Miasto_306,13
Miasto_305,Miasto_349,4
Miasto_306,Miasto_312,1
Miasto_306,Miasto_348,18
Miasto_307,Miasto_308,10
Miasto_307,Miasto_311,17
Miasto_308,Miasto_309,4
Miasto_308,Miasto_310,14
Miasto_310,Miasto_311,8
Miasto_310,Miasto_315,2
Miasto_312,Miasto_313,9
Miasto_313,Miasto_314,15
Miasto_313,Miasto_333,15
Miasto_313,Miasto_348,4
Miasto_314,Miasto_337,12
Miasto_315,Miasto_316,12
Miasto_316,Miasto_317,15
Miasto_318,Miasto_344,11
Miasto_319,Miasto_320,17
Miasto_319,Miasto_342,9
Miasto_319,Miasto_574,11
Miasto_320,Miasto_321,16
Miasto_320,Miasto_322,15
Miasto_320,Miasto_572,1
Miasto_321,Miasto_323,10
Miasto_321,Miasto_325,14
Miasto_322,Miasto_323,13
Miasto_322,Miasto_330,17
Miasto_322,Miasto_342,9
Miasto_323,Miasto_324,2
Miasto_323,Miasto_329,1
Miasto_324,Miasto_325,7
Miasto_324,Miasto_327,3
Miasto_324,Miasto_328,4
Miasto_325,Miasto_326,2
Miasto_325,Miasto_542,7
Miasto_326,Miasto_327,17
Miasto_326,Miasto_543,14
Miasto_326,Miasto_544,15
Miasto_327,Miasto_545,5
Miasto_327,Miasto_566,3
Miasto_328,Miasto_329,13
Miasto_328,Miasto_566,9
Miasto_328,Miasto_567,4
Miasto_329,Miasto_330,8
Miasto_329,Miasto_341,6
Miasto_330,Miasto_331,6
Miasto_330,Miasto_339,15
Miasto_331,Miasto_332,8
Miasto_331,Miasto_342,7
Miasto_333,Miasto_334,18
Miasto_333,Miasto_337,10
Miasto_333,Miasto_345,2
Miasto_334,Miasto_335,12
Miasto_334,Miasto_338,15
Miasto_334,Miasto_347,11
Miasto_335,Miasto_336,12
Miasto_335,Miasto_345,10
Miasto_336,Miasto_346,7
Miasto_336,Miasto_347,1
Miasto_336,Miasto_558,2
Miasto_337,Miasto_338,10
Miasto_338,Miasto_339,16
Miasto_338,Miasto_340,7
Miasto_339,Miasto_341,15
Miasto_340,Miasto_341,2
Miasto_340,Miasto_347,12
Miasto_341,Miasto_567,14
Miasto_343,Miasto_576,7
Miasto_345,Miasto_348,2
Miasto_345,Miasto_350,11
Miasto_346,Miasto_559,5
Miasto_347,Miasto_564,17
Miasto_348,Miasto_349,7
Miasto_349,Miasto_350,2
Miasto_350,Miasto_351,11
Miasto_351,Miasto_352,6
Miasto_352,Miasto_353,6
Miasto_353,Miasto_354,5
Miasto_353,Miasto_356,11
Miasto_354,Miasto_355,4
Miasto_354,Miasto_358,5
Miasto_355,Miasto_356,16
Miasto_355,Miasto_357,16
Miasto_357,Miasto_358,16
Miasto_358,Miasto_359,4
Miasto_359,Miasto_360,16
Miasto_360,Miasto_361,9
Miasto_361,Miasto_362,1
Miasto_361,Miasto_375,10
Miasto_361,Miasto_379,12
Miasto_362,Miasto_363,14
Miasto_362,Miasto_365,4
Miasto_363,Miasto_364,13
Miasto_363,Miasto_376,14
Miasto_364,Miasto_365,12
Miasto_364,Miasto_366,17
Miasto_365,Miasto_375,1
Miasto_365,Miasto_377,8
Miasto_366,Miasto_367,17
Miasto_366,Miasto_371,17
Miasto_366,Miasto_377,4
Miasto_367,Miasto_368,4
Miasto_367,Miasto_370,9
Miasto_368,Miasto_369,5
Miasto_369,Miasto_370,9
Miasto_370,Miasto_371,13
Miasto_371,Miasto_372,17
Miasto_372,Miasto_373,18
Miasto_372,Miasto_377,13
Miasto_373,Miasto_374,8
Miasto_373,Miasto_384,12
Miasto_374,Miasto_375,16
Miasto_374,Miasto_377,11
Miasto_374,Miasto_383,6
Miasto_375,Miasto_378,18
Miasto_378,Miasto_379,1
Miasto_378,Miasto_381,17
Miasto_378,Miasto_383,8
Miasto_379,Miasto_380,8
Miasto_380,Miasto_381,16
Miasto_381,Miasto_382,11
Miasto_382,Miasto_383,15
Miasto_382,Miasto_387,11
Miasto_383,Miasto_384,2
Miasto_384,Miasto_385,6
Miasto_384,Miasto_387,4
Miasto_385,Miasto_386,17
Miasto_385,Miasto_388,9
Miasto_386,Miasto_389,8
Miasto_386,Miasto_391,9
Miasto_387,Miasto_388,16
Miasto_388,Miasto_389,16
Miasto_389,Miasto_390,10
Miasto_390,Miasto_391,11
Miasto_391,Miasto_392,14
Miasto_392,Miasto_393,15
Miasto_393,Miasto_394,14
Miasto_394,Miasto_395,15
Miasto_395,Miasto_396,13
Miasto_396,Miasto_397,4
Miasto_397,Miasto_398,18
Miasto_398,Miasto_399,18
Miasto_399,Miasto_400,2
Miasto_400,Miasto_401,5
Miasto_400,Miasto_404,15
Miasto_401,Miasto_402,6
Miasto_402,Miasto_403,4
Miasto_402,Miasto_404,1
Miasto_404,Miasto_405,3
Miasto_404,Miasto_464,10
Miasto_405,Miasto_406,17
Miasto_405,Miasto_456,18
Miasto_406,Miasto_407,2
Miasto_407,Miasto_408,8
Miasto_407,Miasto_456,13
Miasto_408,Miasto_409,5
Miasto_408,Miasto_411,14
Miasto_408,Miasto_455,17
Miasto_409,Miasto_410,2
Miasto_409,Miasto_456,4
Miasto_409,Miasto_459,1
Miasto_410,Miasto_411,17
Miasto_410,Miasto_458,7
Miasto_411,Miasto_412,17
Miasto_411,Miasto_457,2
Miasto_412,Miasto_413,18
Miasto_412,Miasto_455,16
Miasto_413,Miasto_414,2
Miasto_413,Miasto_454,1
Miasto_414,Miasto_415,15
Miasto_414,Miasto_417,17
Miasto_414,Miasto_420,12
Miasto_415,Miasto_416,5
Miasto_416,Miasto_417,1
Miasto_417,Miasto_418,2
Miasto_418,Miasto_419,6
Miasto_418,Miasto_420,3
Miasto_418,Miasto_423,14
Miasto_419,Miasto_452,13
Miasto_419,Miasto_453,11
Miasto_420,Miasto_421,8
Miasto_420,Miasto_454,6
Miasto_421,Miasto_422,7
Miasto_421,Miasto_423,15
Miasto_422,Miasto_424,2
Miasto_423,Miasto_424,4
Miasto_423,Miasto_453,17
Miasto_424,Miasto_425,2
Miasto_425,Miasto_426,16
Miasto_425,Miasto_427,7
Miasto_425,Miasto_453,1
Miasto_427,Miasto_428,17
Miasto_427,Miasto_433,7
Miasto_428,Miasto_429,12
Miasto_428,Miasto_452,8
Miasto_428,Miasto_453,13
Miasto_429,Miasto_430,18
Miasto_429,Miasto_432,6
Miasto_429,Miasto_433,8
Miasto_430,Miasto_431,16
Miasto_430,Miasto_447,18
Miasto_430,Miasto_452,6
Miasto_431,Miasto_432,2
Miasto_431,Miasto_438,18
Miasto_431,Miasto_446,5
Miasto_432,Miasto_435,9
Miasto_432,Miasto_437,12
Miasto_433,Miasto_434,9
Miasto_433,Miasto_435,18
Miasto_435,Miasto_436,16
Miasto_436,Miasto_437,10
Miasto_437,Miasto_438,16
Miasto_438,Miasto_439,18
Miasto_438,Miasto_445,16
Miasto_439,Miasto_440,12
Miasto_440,Miasto_441,13
Miasto_440,Miasto_445,13
Miasto_441,Miasto_442,9
Miasto_441,Miasto_444,1
Miasto_442,Miasto_443,15
Miasto_443,Miasto_444,13
Miasto_444,Miasto_445,6
Miasto_445,Miasto_446,1
Miasto_446,Miasto_447,15
Miasto_447,Miasto_448,13
Miasto_447,Miasto_449,13
Miasto_448,Miasto_450,17
Miasto_448,Miasto_452,11
Miasto_449,Miasto_450,17
Miasto_450,Miasto_451,16
Miasto_454,Miasto_455,4
Miasto_456,Miasto_464,6
Miasto_458,Miasto_459,8
Miasto_458,Miasto_460,5
Miasto_458,Miasto_463,10
Miasto_459,Miasto_464,12
Miasto_460,Miasto_461,4
Miasto_460,Miasto_466,5
Miasto_461,Miasto_462,14
Miasto_461,Miasto_463,12
Miasto_461,Miasto_465,9
Miasto_462,Miasto_467,1
Miasto_462,Miasto_469,15
Miasto_465,Miasto_466,13
Miasto_465,Miasto_467,13
Miasto_467,Miasto_468,17
Miasto_470,Miasto_471,13
Miasto_470,Miasto_473,1
Miasto_471,Miasto_472,17
Miasto_472,Miasto_473,3
Miasto_473,Miasto_474,10
Miasto_476,Miasto_477,13
Miasto_476,Miasto_478,2
Miasto_478,Miasto_479,15
Miasto_479,Miasto_480,18
Miasto_479,Miasto_482,8
Miasto_480,Miasto_481,9
Miasto_481,Miasto_482,12
Miasto_482,Miasto_483,6
Miasto_483,Miasto_484,7
Miasto_484,Miasto_485,17
Miasto_484,Miasto_489,11
Miasto_485,Miasto_486,17
Miasto_485,Miasto_488,12
Miasto_486,Miasto_487,15
Miasto_486,Miasto_489,17
Miasto_486,Miasto_491,10
Miasto_487,Miasto_493,12
Miasto_489,Miasto_490,13
Miasto_490,Miasto_491,3
Miasto_491,Miasto_492,5
Miasto_491,Miasto_493,6
Miasto_494,Miasto_496,7
Miasto_495,Miasto_499,3
Miasto_497,Miasto_498,1
Miasto_500,Miasto_575,1
Miasto_500,Miasto_576,6
Miasto_501,Miasto_502,17
Miasto_502,Miasto_503,15
Miasto_502,Miasto_505,6
Miasto_503,Miasto_504,13
Miasto_503,Miasto_538,18
Miasto_504,Miasto_505,14
Miasto_504,Miasto_507,10
Miasto_504,Miasto_515,10
Miasto_505,Miasto_506,2
Miasto_506,Miasto_507,14
Miasto_507,Miasto_508,15
Miasto_507,Miasto_511,5
Miasto_508,Miasto_509,17
Miasto_509,Miasto_510,6
Miasto_511,Miasto_512,7
Miasto_511,Miasto_515,17
Miasto_512,Miasto_513,15
Miasto_512,Miasto_516,6
Miasto_513,Miasto_514,12
Miasto_513,Miasto_517,12
Miasto_513,Miasto_518,14
Miasto_515,Miasto_516,13
Miasto_515,Miasto_538,9
Miasto_516,Miasto_517,16
Miasto_517,Miasto_531,16
Miasto_518,Miasto_519,4
Miasto_519,Miasto_520,7
Miasto_520,Miasto_521,10
Miasto_520,Miasto_523,2
Miasto_521,Miasto_522,5
Miasto_522,Miasto_523,8
Miasto_523,Miasto_524,14
Miasto_524,Miasto_525,5
Miasto_524,Miasto_526,17
Miasto_525,Miasto_527,12
Miasto_525,Miasto_529,5
Miasto_526,Miasto_527,9
Miasto_527,Miasto_528,14
Miasto_527,Miasto_534,5
Miasto_528,Miasto_529,16
Miasto_528,Miasto_530,12
Miasto_528,Miasto_532,7
Miasto_529,Miasto_531,12
Miasto_530,Miasto_531,3
