city_from,city_to,time
Miasto_106,Miasto_107,11
Miasto_107,Miasto_108,9
Miasto_108,Miasto_109,14
Miasto_109,Miasto_110,18
Miasto_110,Miasto_111,10
Miasto_111,Miasto_112,8
Miasto_112,Miasto_113,13
Miasto_113,Miasto_114,18
Miasto_114,Miasto_115,18
Miasto_115,Miasto_116,18
Miasto_116,Miasto_117,14
Miasto_117,Miasto_118,12
Miasto_118,Miasto_119,1
Miasto_119,Miasto_120,12
Miasto_120,Miasto_121,9
Miasto_121,Miasto_122,6
Miasto_122,Miasto_123,3
Miasto_123,Miasto_124,3
Miasto_124,Miasto_125,2
Miasto_125,Miasto_126,4
Miasto_126,Miasto_127,14
Miasto_127,Miasto_128,1
Miasto_128,Miasto_129,10
Miasto_129,Miasto_130,10
Miasto_130,Miasto_131,1
Miasto_131,Miasto_132,1
Miasto_132,Miasto_133,13
Miasto_133,Miasto_134,17
Miasto_134,Miasto_135,11
Miasto_135,Miasto_136,9
Miasto_136,Miasto_137,7
Miasto_137,Miasto_138,15
Miasto_138,Miasto_139,14
Miasto_139,Miasto_140,2
Miasto_140,Miasto_141,14
Miasto_141,Miasto_142,6
Miasto_142,Miasto_143,9
Miasto_143,Miasto_144,4
Miasto_144,Miasto_145,10
Miasto_145,Miasto_146,8
Miasto_146,Miasto_147,9
Miasto_147,Miasto_148,4
Miasto_148,Miasto_149,1
Miasto_149,Miasto_150,11
Miasto_150,Miasto_151,2
Miasto_151,Miasto_152,16
Miasto_152,Miasto_153,7
Miasto_153,Miasto_154,1
Miasto_154,Miasto_155,5
Miasto_155,Miasto_156,16
Miasto_156,Miasto_157,2
Miasto_157,Miasto_158,10
Miasto_158,Miasto_159,12
Miasto_159,Miasto_160,9
Miasto_160,Miasto_161,7
Miasto_161,Miasto_162,14
Miasto_162,Miasto_163,18
Miasto_163,Miasto_164,8
Miasto_164,Miasto_165,15
Miasto_165,Miasto_166,5
Miasto_166,Miasto_167,14
Miasto_167,Miasto_168,12
Miasto_168,Miasto_169,3
Miasto_169,Miasto_170,8
Miasto_170,Miasto_171,13
Miasto_171,Miasto_172,7
Miasto_172,Miasto_173,10
Miasto_173,Miasto_174,9
Miasto_174,Miasto_175,14
Miasto_175,Miasto_176,13
Miasto_176,Miasto_177,15
Miasto_177,Miasto_178,14
Miasto_178,Miasto_179,11
Miasto_179,Miasto_180,8
Miasto_180,Miasto_181,17
Miasto_181,Miasto_182,2
Miasto_182,Miasto_183,4
Miasto_183,Miasto_184,10
Miasto_184,Miasto_185,17
Miasto_185,Miasto_186,12
Miasto_186,Miasto_187,1
Miasto_187,Miasto_188,16
Miasto_188,Miasto_189,7
Miasto_189,Miasto_190,1
Miasto_190,Miasto_191,17
Miasto_191,Miasto_192,7
Miasto_192,Miasto_193,18
Miasto_193,Miasto_194,10
Miasto_194,Miasto_195,9
Miasto_195,Miasto_196,12
Miasto_196,Miasto_197,1
Miasto_197,Miasto_198,1
Miasto_198,Miasto_199,2
Miasto_200,Miasto_202,15
Miasto_201,Miasto_202,13
Miasto_202,Miasto_203,7
Miasto_203,Miasto_204,1
Miasto_204,Miasto_205,9
Miasto_205,Miasto_206,2
Miasto_206,Miasto_207,3
Miasto_207,Miasto_208,15
Miasto_208,Miasto_209,16
Miasto_209,Miasto_210,16
Miasto_211,Miasto_212,3
Miasto_212,Miasto_213,11
Miasto_213,Miasto_214,12
Miasto_214,Miasto_215,14
Miasto_215,Miasto_216,16
Miasto_216,Miasto_217,7
Miasto_217,Miasto_218,9
Miasto_218,Miasto_219,8
Miasto_219,Miasto_220,2
Miasto_220,Miasto_221,5
Miasto_221,Miasto_222,13
Miasto_222,Miasto_223,6
Miasto_223,Miasto_224,15
Miasto_224,Miasto_225,12
Miasto_225,Miasto_226,8
Miasto_226,Miasto_227,15
Miasto_227,Miasto_228,8
Miasto_228,Miasto_229,8
Miasto_229,Miasto_230,2
Miasto_230,Miasto_231,6
Miasto_231,Miasto_232,3
Miasto_232,Miasto_233,16
Miasto_233,Miasto_234,17
Miasto_234,Miasto_235,2
Miasto_235,Miasto_236,10
Miasto_236,Miasto_237,13
Miasto_237,Miasto_238,5
Miasto_238,Miasto_239,7
Miasto_239,Miasto_240,2
Miasto_240,Miasto_241,15
Miasto_241,Miasto_242,14
Miasto_242,Miasto_243,4
Miasto_243,Miasto_244,13
Miasto_244,Miasto_245,3
Miasto_245,Miasto_246,12
Miasto_246,Miasto_247,3
Miasto_247,Miasto_248,15
Miasto_248,Miasto_249,1
Miasto_249,Miasto_250,14
Miasto_250,Miasto_251,14
Miasto_251,Miasto_252,2
Miasto_252,Miasto_253,1
Miasto_253,Miasto_254,4
Miasto_254,Miasto_255,3
Miasto_255,Miasto_256,10
Miasto_256,Miasto_257,7
Miasto_257,Miasto_258,15
Miasto_258,Miasto_259,18
Miasto_259,Miasto_260,12
Miasto_260,Miasto_261,7
Miasto_261,Miasto_262,12
Miasto_262,Miasto_263,18
Miasto_263,Miasto_264,2
Miasto_264,Miasto_265,8
Miasto_265,Miasto_266,1
Miasto_266,Miasto_267,11
Miasto_267,Miasto_268,7
Miasto_268,Miasto_269,10
Miasto_269,Miasto_270,12
Miasto_270,Miasto_271,5
Miasto_271,Miasto_272,9
Miasto_272,Miasto_273,5
Miasto_273,Miasto_274,1
Miasto_274,Miasto_275,10
Miasto_275,Miasto_276,15
Miasto_276,Miasto_277,10
Miasto_277,Miasto_278,9
Miasto_278,Miasto_279,6
Miasto_279,Miasto_280,3
Miasto_280,Miasto_281,18
Miasto_281,Miasto_282,13
Miasto_282,Miasto_283,13
Miasto_283,Miasto_284,11
Miasto_284,Miasto_285,18
Miasto_285,Miasto_286,4
Miasto_286,Miasto_287,15
Miasto_287,Miasto_288,12
Miasto_288,Miasto_289,5
Miasto_289,Miasto_290,18
Miasto_290,Miasto_291,13
Miasto_291,Miasto_292,8
Miasto_292,Miasto_293,14
Miasto_293,Miasto_294,18
Miasto_294,Miasto_295,10
Miasto_295,Miasto_296,9
Miasto_296,Miasto_297,12
Miasto_297,Miasto_298,7
Miasto_298,Miasto_299,2
Miasto_299,Miasto_300,6
Miasto_300,Miasto_301,5
Miasto_301,Miasto_302,6
Miasto_302,Miasto_303,4
Miasto_303,Miasto_304,15
